coord_x,coord_y,garage,rooms,size,address,price,type,farmac_dist,mercado_dist,restaurante_dist
-43.96405015,-19.9027163,0,3,0,"RUA GERALDO RODRIGUES DOS SANTOS,N. 67 BAIRRO VILA FORMOSA, AIMORES, AIMORES",90,Casa,0.8,0.09,0.11
-45.9538925,-21.410654,0,3,0,"RUA JOÃO CESÁRIO,N. 25, JARDIM AMERICA, ALFENAS",26,Casa,257.02,252.34,252.41
-46.9370546,-19.5691835,1,3,0,"RUA ANÉSIA MONTOVANI,N. 405 BAIRRO URCIANO LEMOS II, ARAXÁ, ARAXA",69,Casa,307.83,304.55,304.56
-46.9394408,-19.5748702,2,4,0,"RUA BRIGIDO DE MELO FILHO,N. 558, BOM JESUS, ARAXA",94,Casa,308,304.7,304.71
-43.96405015,-19.9027163,0,0,0,"RUA ANA MARIA VILELA BORGES,N. 208 BAIRRO CERRADO, BAMBUI, BAMBUI",94,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,2,55.36,"RUA BLENDA,N. 251 (OUTRA ENTRADA RUA ZIRCONIO, 510), CAMARGOS, BELO HORIZONTE",143,Apartamento,0.8,0.09,0.11
-44.0162931,-19.9404607,0,0,0,"RUA BLENDA,N. 251, CAMARGOS, BELO HORIZONTE",145,Apartamento,1.74,0.05,0.03
-44.0162931,-19.9404607,0,2,0,"RUA BLENDA,N. 251, CAMARGOS, BELO HORIZONTE",220,Apartamento,1.74,0.05,0.03
-43.9454564,-19.8268645,1,0,60.98,"RUA OSORIO DUQUE ESTRADA,N. 454, CAMPO ALEGRE, BELO HORIZONTE",176,Apartamento,2.38,0.11,0.04
-43.9356455,-19.806941,0,0,75.74,"RUA IZABEL RASO,N. 72, JULIANA, BELO HORIZONTE",152,Apartamento,3.74,0.15,0.03
-43.9984624,-19.8925256,1,2,85.76,"RUA MARIA DE SOUZA ALVES,N. 391, MANACAS, BELO HORIZONTE",256,Apartamento,2.63,0.06,0.07
-43.9984647,-19.8968066,0,3,0,"RUA RAUL SEIXAS,N. 499, MANACAS, BELO HORIZONTE",179,Apartamento,2.47,0.13,0.12
-43.9837991,-19.9381682,1,2,61,"RUA BATISTA CARNEIRO,N. 112, SALGADO FILHO, BELO HORIZONTE",199,Apartamento,2.38,0.05,0.05
-43.9240205,-19.916284,2,4,0,"RUA TENENTE DURVAL,N. 69 APTO DE COBERTURA, SANTA TEREZA, BELO HORIZONTE",892,Apartamento,0.75,0.04,0.02
-43.9138521,-19.9382591,0,0,84.85,"RUA SACRAMENTO,N. 170, SERRA, BELO HORIZONTE",137,Apartamento,1.47,0.15,0.02
-43.96405015,-19.9027163,1,0,81.38,"RUA ACHILES DO PINHO ANGELO,N. 275, AMORAS, BETIM",146,Apartamento,0.8,0.09,0.11
-43.96405015,-19.9027163,1,0,0,"RUA PEDRO JOÃO JOSÉ,N. 110 BL10, BAIRRO FAZENDA DO MOTA, BETIM, BETIM",89,Apartamento,0.8,0.09,0.11
-44.1679672,-19.9730928,1,0,0,"RUA CASCAIS,N. 49, GRANJA SAO JOAO, BETIM",118,Apartamento,16.08,11.02,11.02
-44.1213636,-19.9413874,1,0,60.06,"AVENIDA INDEPENDENCIA,N. 400, SAO CRISTOVAO, BETIM",127,Apartamento,11.33,7.14,7.16
-44.1962995,-19.9460224,0,3,0,"RUA JOSE INACIO FILHO,N. 1001, SENHORA DAS GRACAS, BETIM",219,Apartamento,18.95,14.34,14.36
-43.96405015,-19.9027163,0,0,0,"AVENIDA VINTE E UM,N. 1579 BAIRRO GILMA TEIXEIRA, CAMPINA VERDE, CAMPINA VERDE",51,Casa,0.8,0.09,0.11
-49.4814909,-19.5432242,0,3,0,"AVENIDA VINTE E NOVE,N. 697, CENTRO, CAMPINA VERDE",262,Casa,573.73,569.9,569.9
-43.96405015,-19.9027163,1,2,0,"RUA JOÃO ROCHA,N. 215 BAIRRO VALE DO SOL II, CAMPO BELO, CAMPO BELO",60,Casa,0.8,0.09,0.11
-45.2838132,-20.8847447,1,3,0,"RUA MARIA ANASTACIA BARBOSA,N. 229, CAMPO BELO, CAMPO BELO",197,Casa,166.35,161.66,161.74
-45.8260839,-21.1076214,0,0,175.84,"RUA ANTONIO MARQUES DO NASCIMENTO,N. 101, CENTRO, CAMPO DO MEIO",501,Casa,226.7,221.96,222.03
-43.96405015,-19.9027163,0,2,0,"RUA FRANCELINA MARIA ALVES,N. 195 BAIRRO NOSSA SENHORA APARECIDA, CAMPOS ALTOS, CAMPOS ALTOS",56,Casa,0.8,0.09,0.11
-42.5249509,-17.682207,0,3,0,"RUA AUSTRALIA,N. 330 BAIRRO JARDIM AEROPORTO, CAPELINHA, CAPELINHA",112,Casa,277.84,276.71,276.58
-43.96405015,-19.9027163,1,3,104,"RUA UM,N. 272 BAIRRO RESIDENCIAL BOUGANVILLE, CAPELINHA, CAPELINHA",172,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA VEREADOR JOSE GERALDO SOBREIRA,N. 29 BAIRRO POPULAR, CAPUTIRA, CAPUTIRA",41,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA ELIS PAIXAO,N. 264 BAIRRO FRANCISCO DE PAULA PIRES, CONCEIÇÃO DAS ALAGOA, CONCEICAO DAS ALAGOAS",73,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA OLINTO HENRIQUES BAIRRO CAMPO, CONSELHEIRO PENA, CONSELHEIRO PENA",42,Terreno,0.8,0.09,0.11
-44.0834985,-19.9141225,1,3,106.23,"RUA PRESIDENTE KENNEDY,N. 45, CENTRO, CONTAGEM",69,Apartamento,6.64,6.01,5.91
-44.0449469,-19.9600321,1,3,0,"RUA CORONEL JOVE SOARES,N. 1136 BAIRRO GRANJA LEMPP, CONTAGEM, CONTAGEM",256,Apartamento,3.66,1.54,1.57
-44.0594821,-19.9719165,1,2,0,"RUA ALFA,N. 280, JARDIM RIACHO DAS PEDRAS, CONTAGEM",139,Apartamento,4.75,0.29,0.36
-44.0701353,-19.9692708,0,0,56.21,"RUA TRES,N. 117 15, JARDIM RIACHO DAS PEDRAS, CONTAGEM",131,Apartamento,5.89,0.96,0.97
-43.96405015,-19.9027163,0,0,76.18,"RUA IGUATU,N. 68, NOVO ELDORADO, CONTAGEM",155,Apartamento,0.8,0.09,0.11
-43.96405015,-19.9027163,0,2,0,"RUA MONTE AZUL,N. 29, PARQUE RIACHO DAS PEDRAS 2A SECAO, CONTAGEM",77,Apartamento,0.8,0.09,0.11
-43.96405015,-19.9027163,0,2,0,"RUA WICILON VELOSO,N. 299 TÉRREO APARECIDA DO NORTE, CORONEL FABRICIANO",126,Apartamento,0.8,0.09,0.11
-45.4341048,-20.31964995,0,0,0,"RUA 02,N. S/N RESIDENCIAL MONTE ALTO II, DIVINO, DIVINO",73,Terreno,153.23,148.32,148.34
-43.96405015,-19.9027163,0,0,0,"RUA DOIS,N. LOTEAMENTO RESIDENCIAL MONTE ALTO II, DIVINO, DIVINO",73,Terreno,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA DOIS,N. LOTEAMENTO RESIDENCIAL MONTE ALTO II, DIVINO, DIVINO",73,Terreno,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,94.64,"RUA COLETORA 1,N. 88-CS 06 BAIRRO VALE DO PALMITAL, ESMERALDAS, ESMERALDAS",105,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"RUA DOZE,N. 94 CS 04, BAIRRO DUMAVILLE, ESMERALDAS, ESMERALDAS",135,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"RUA SANTA BÁRBARA,N. 610 CS 01, BAIRRO SANTA BÁRBARA, ESMERALDAS, ESMERALDAS",103,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,0,0,"RUA UM,N. 129 CS 01, BAIRRO POUSADA DOS BANDEIRANTES, ESMERALDAS, ESMERALDAS",110,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"RUA C,N. 218 CS 01, CONJ. HAB. PEDRO CARLOS MARTINS, FRONTEIRA, FRONTEIRA",93,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA DOIS (RUA ELEUSA BANDEIRA DA SILVA),N. 34 (BAIRRO IPÊ AMARELO), FRUTAL, FRUTAL",40,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA LOURENÇO RIBEIRO ALVES,N. 70, FRUTAL, FRUTAL",119,Casa,0.8,0.09,0.11
-48.9390206,-20.0349158,0,0,74,"RUA RAUL SOARES,N. 908, FRUTAL, FRUTAL",121,Casa,514.91,510.29,510.3
-41.9496284,-18.9077622,1,0,0,"RUA DOIS,N. 155 BAIRRO VALE DO SOL, GOVERNADOR VALADARES, GOVERNADOR VALADARES",104,Apartamento,228.83,225.94,225.81
-41.9622793,-18.8420331,0,0,0,"RUA MARTINS DE SOUZA,N. 289, MORADA DO VALE, GOVERNADOR VALADARES",262,Casa,231,228.19,228.06
-41.9936968,-18.8893348,0,0,0,"RUA ANTONIO FROES,N. 180, TIRADENTES, GOVERNADOR VALADARES",110,Casa,225.62,222.78,222.65
-43.96405015,-19.9027163,2,3,0,"RUA WASHINGTON LUIZ,N. 515, CENTRO, IPIACU",85,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"AVENIDA MARIANA ALVES CAPANEMA,N. 4 BAIRRO PADRE CICERO, IPIAÇU, IPIACU",69,Casa,0.8,0.09,0.11
-43.2049903,-19.6201595,2,0,0,"RUA JOAQUIM VALADARES,N. 640, BELA VISTA, ITABIRA",209,Casa,76.53,73.3,73.19
-43.2066372,-19.6706093,1,0,0,"AVENIDA JOÃO LAGE,N. 1900, GABIROBA, ITABIRA",120,Apartamento,74.92,71.54,71.44
-43.97325665,-19.89625405,0,0,0,"RUA DOIS,N. S/N BAIRRO RECANTO DAS COLINAS II, ITABIRITO, ITABIRITO",136,Terreno,1.76,0.16,0.12
-43.96405015,-19.9027163,1,2,0,"RUA ESTRADA DA BARRAGEM,N. 117 CS H, BAIRRO MEU SÍTIO, ITABIRITO, ITABIRITO",110,Casa,0.8,0.09,0.11
-43.4088174,-22.7880396,0,0,0,"RUA LAURA GONÇALVES,N. S/N BAIRRO JARDIM AMERICA, ITANHOMI, ITANHOMI",63,Terreno,316.64,312.25,312.28
-43.96405015,-19.9027163,2,4,0,"RUA VASCO MENDES,N. 261 CH FAZENDA MORRO DO ENGENHO, ITAÚNA, ITAUNA",406,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,2,2,0,"RUA JORGE JACOB YUNES,N. 1000, SETOR NORTE, ITUIUTABA",105,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,3,0,"AVENIDA MINAS GERAIS,N. 385 BAIRRO AMARALINA, JACINTO, JACINTO",122,Casa,0.8,0.09,0.11
-43.3384647,-21.8098926,1,0,0,"RUA MANOEL BARBOSA LEITE,N. 45, IPIRANGA, JUIZ DE FORA",80,Casa,213.8,209.87,209.93
-43.8832173,-19.6465125,1,3,0,"RUA CONDE DOLABELA,N. 2336 BAIRRO DA VÁRZEA, LAGOA SANTA, LAGOA SANTA",440,Casa,19.48,16.58,16.64
-43.96405015,-19.9027163,0,0,0,"RUA D,N. 32 LOTEAMENTO CHÁCARA PARK, LIMA DUARTE, LIMA DUARTE",94,Terreno,0.8,0.09,0.11
-43.96405015,-19.9027163,0,3,0,"RUA NILTON ALMEIDA,N. 431 CS 02, BAIRRO NOVO ORIENTE, LUZ, LUZ",70,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,2,3,213.24,"AVENIDA DAS LARANJEIRAS,N. 859 EDIFÍCIO CUNHA VIEIRA, OLIVEIRA, OLIVEIRA",495,Apartamento,0.8,0.09,0.11
-44.6068779,-19.8347077,1,0,47.08,"RUA MARIA MACIEL RAMOS,N. 285, SANTOS DUMONT, PARA DE MINAS",114,Apartamento,61.77,59.04,59.07
-44.5919381,-19.8436663,0,3,64.2,"RUA NAZARÉ,N. 112, SANTOS DUMONT, PARA DE MINAS",135,Casa,60.1,57.28,57.3
-44.60809,-19.8395415,1,2,0,"RUA ALFREDO LEITE,N. 425, SAO CRISTOVAO, PARA DE MINAS",122,Apartamento,61.83,59.03,59.06
-44.6011197,-19.847899,2,3,69.6,"RUA GAIVOTA,N. 260, SAO CRISTOVAO, PARA DE MINAS",199,Casa,61.01,58.09,58.12
-43.96405015,-19.9027163,0,2,0,"RUA CUSTÓDIO MATIAS FILHO,N. 203 CASA 04, CONGONHAS, PATROCINIO",114,Casa,0.8,0.09,0.11
-46.9951485,-18.9408459,8,0,1997.87,"AVENIDA FARIA PEREIRA,N. 4180, INDUSTRIAL, PATROCINIO",5,Comercial,329.94,328.47,328.07
-43.96405015,-19.9027163,0,2,0,"RUA JOEL DE SOUZA,N. 283 CS 04, SANTO ANTONIO, PATROCINIO",121,Casa,0.8,0.09,0.11
-44.0251054,-19.5714922,0,2,0,"AVENIDA MINAS GERAIS,N. 483 BAIRRO SANTA MARIA, LAGOA DE STO ANTONIO, PEDRO LEOPOLDO, PEDRO LEOPOLDO",115,Casa,29.83,23.87,23.96
-44.9328086,-17.3725772,2,3,0,"RUA CARIRIS,N. 826 BAIRRO SAGRADA FAMÍLIA, PIRAPORA, PIRAPORA",91,Casa,291.03,285.02,285.02
-44.9208573,-17.3539916,2,2,0,"RUA SANCHO RIBAS,N. 387 BAIRRO CIDADE JARDIM, PIRAPORA, PIRAPORA",78,Casa,292.52,286.51,286.51
-43.96405015,-19.9027163,0,0,0,"RUA ALBERTINO SOARES DE MELO,N. 73 BAIRRO LAGOA DE TRAZ, PIUMHI, PIUMHI",231,Casa,0.8,0.09,0.11
-45.9195688,-22.2689059,1,2,87.72,"RUA ANTONIO JOSUE LARAIA,N. 100 BAIRRO BELA VISTA, POUSO ALEGRE, POUSO ALEGRE",81,Apartamento,321.9,316.55,316.51
-43.96405015,-19.9027163,0,2,0,"RUA 12 (RUA JOSE BARNABE REZENDE),N. 55 BAIRRO PAO DE AÇUCAR, POUSO ALEGRE, POUSO ALEGRE",85,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,3,0,"RUA PATOS DE MINAS,N. 62 BAIRRO VILA DE FATIMA, PRATA, PRATA",69,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"RUA ASSYNCRITO NATAL,N. 1099 BAIRRO JOÃO XXIII, SACRAMENTO, SACRAMENTO",76,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"AVENIDA 13 (Atual AV.JOSÉ DE MORAIS COELHO),N. 398 BAIRRO BRASIL, SANTA VITÓRIA, SANTA VITORIA",79,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA JAIR MARTINS DA SILVA,N. 10 BAIRRO ALTO BELA VISTA, SÃO GOTARDO, SAO GOTARDO",65,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,69.94,"RUA SAO MATEUS,N. 24, SAO GERALDO, SAO JOAO DEL REI",136,Casa,0.8,0.09,0.11
-44.2772206,-20.075485,0,2,0,"RUA D (RUA NOSSA SENHORA DE FÁTIMA),N. 225 CASA 02 BAIRRO TIRADENTES, SÃO JOAQUIM DE BICAS, SAO JOAQUIM DE BICAS",149,Casa,29.63,24.98,25
-44.24766965,-19.45653475,0,0,0,"AVENIDA PREFEITO ALBERTO MOURA,N. 1359, BAIRRO MORRO VERMELHO, SETE LAGOAS, SETE LAGOAS",129,Apartamento,51.25,45.37,45.37
-44.24766965,-19.44196075,1,0,0,"AVENIDA PREFEITO ALBERTO MOURA,N. 1435, BAIRRO MORRO VERMELHO, SETE LAGOAS, SETE LAGOAS",131,Apartamento,52.6,46.68,46.68
-41.5088172,-17.8837953,1,3,0,"RUA CARIJOS,N. 382, FILADELFIA, TEOFILO OTONI",420,Casa,331.17,328.99,328.83
-41.5052454,-17.8868198,0,2,0,"RUA RAIMUNDO FIGUEIREDO DE OLIVEIRA,N. 37, SOLIDARIEDADE, TEOFILO OTONI",58,Casa,331.24,329.05,328.89
-43.96405015,-19.9027163,2,3,307.45,"RUA DAS PAINEIRAS,N. 108 Atual Rua Professor Chico Machado, CENTRO, TRES CORACOES",1,Casa,0.8,0.09,0.11
-45.2493438,-21.6878285,0,0,0,"RUA QUATRO,N. 64, TRÊS CORAÇÕES, TRES CORACOES",64,Casa,228.86,223.53,223.47
-44.2092822,-19.93517875,0,2,57.43,"RUA SETE,N. 118 CASA 01, BOM REPOUSO, BETIM",112,Casa,20.01,15.95,15.98
-43.96405015,-19.9027163,0,2,0,"RUA QUATRO,N. 91, BAIRRO JARDIM MONTE VERDE II, TRÊS CORAÇÕES, TRES CORACOES",73,Casa,0.8,0.09,0.11
-48.2947847,-18.9247163,0,0,0,"RUA VARGINHA,N. 93 BAIRRO OSWALDO, UBERLÂNDIA, UBERLANDIA",160,Casa,461.67,459.32,459.34
-44.717298,-17.6254285,1,2,0,"AVENIDA BELO HORIZONTE,N. 1831A BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",89,Casa,257.09,251.1,251.1
-43.96405015,-19.9027163,1,2,0,"AVENIDA BELO HORIZONTE,N. 3435 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",67,Casa,0.8,0.09,0.11
-44.7136537,-17.6313032,0,0,0,"AVENIDA BELO HORIZONTE,N. 2601 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",77,Casa,256.35,250.36,250.36
-43.96405015,-19.9027163,0,0,0,"AVENIDA BELO HORIZONTE,N. 3751 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",82,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,2,0,"AVENIDA BELO HORIZONTE,N. 3763 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",82,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA CASTANHEIRA,N. 77 BAIRRO CIDADE NOVA, VARZEA DA PALMA, VARZEA DA PALMA",92,Casa,0.8,0.09,0.11
-44.7138459,-17.6283251,1,2,0,"RUA DEZESSETE,N. 105 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",66,Casa,256.67,250.68,250.68
-44.7137961,-17.628297,1,2,0,"RUA DEZESSETE,N. 99 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",66,Casa,256.67,250.68,250.68
-44.72918435,-17.59060405,1,2,83.85,"RUA ESMERALDA,N. 900 BAIRRO JOSE EVANGELISTA, VARZEA DA PALMA, VARZEA DA PALMA",131,Casa,261.14,255.15,255.15
-43.96405015,-19.9027163,1,2,0,"RUA H (RUA ETIENE CORREIA DA SILVA),N. 755 BAIRRO JARDIM AMÉRICA, VARZEA DA PALMA, VARZEA DA PALMA",94,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA MANGA,N. 41 BAIRRO CIDADE NOVA, VARZEA DA PALMA, VARZEA DA PALMA",88,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"RUA MARECHAL DEODORO,N. 639 BAIRRO LAMEIRAO, VARZEA DA PALMA, VARZEA DA PALMA",89,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"RUA TRINTA E SEIS,N. 829 BAIRRO PEDRAS GRANDES, PINLAR, VARZEA DA PALMA",60,Casa,0.8,0.09,0.11
-44.71240795,-17.629134,1,2,0,"RUA TRINTA E CINCO,N. 1252 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",65,Casa,256.54,250.55,250.55
-44.7161047,-17.6254606,1,2,0,"RUA TRINTA E CINCO,N. 261 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",77,Casa,257.05,251.06,251.06
-44.7136376,-17.6294363,0,0,0,"RUA TRINTA E CINCO,N. 761 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",57,Casa,256.55,250.56,250.56
-44.7132685,-17.6300378,0,0,0,"RUA TRINTA E CINCO,N. 837 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",76,Casa,256.47,250.48,250.48
-44.7175103,-17.6232482,0,2,0,"RUA TRINTA E SEIS,N. 405 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",72,Casa,257.32,251.33,251.33
-44.7136011,-17.6311511,1,2,0,"RUA VINTE,N. 265 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",73,Casa,256.36,250.38,250.38
-43.96405015,-19.9027163,0,0,0,"RUA PASTEUR,N. 1019 BAIRRO PINLAR, VARZEA DA PALMA, VARZEA DA PALMA",126,Terreno,0.8,0.09,0.11
-43.96405015,-19.9027163,0,2,0,"RUA TIMBIRAS,N. 48 BAIRRO CAIÇARA, VARZEA DA PALMA, VARZEA DA PALMA",139,Terreno,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"RUA CRISTAL,N. 1034 BAIRRO PLANALTO, BURITIS DAS MULATAS, VARZEA DA PALMA",75,Casa,0.8,0.09,0.11
-44.71099955,-17.63222565,0,2,0,"RUA VINTE E TRÊS,N. 276 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",82,Casa,256.17,250.18,250.18
-44.71184005,-17.6319495,1,2,0,"RUA VINTE E UM,N. 188 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",77,Casa,256.22,250.23,250.23
-43.9281069,-19.8938022,1,1,111.81,"AVENIDA CRISTIANO MACHADO,N. 1587, SILVEIRA, BELO HORIZONTE",114,Apartamento,0.2,0.13,0
-43.9281069,-19.8938022,1,1,112.79,"AVENIDA CRISTIANO MACHADO,N. 1587, SILVEIRA, BELO HORIZONTE",114,Apartamento,0.2,0.13,0
-43.9281069,-19.8938022,1,1,104.77,"AVENIDA CRISTIANO MACHADO,N. 1587, SILVEIRA, BELO HORIZONTE",109,Apartamento,0.2,0.13,0
-43.96405015,-19.9027163,0,0,0,"RUA SÃO JOÃO DEL REI ZONA 33 (131), DOM PEDRO II, DIVINOPOLIS",680,Comercial,0.8,0.09,0.11
-43.96405015,-19.9027163,2,3,164.7,"RUA TEREZINHA MEIRELES,N. 253 BAIRRO NOVA BARROSO, BARROSO, BARROSO",260,Apartamento,0.8,0.09,0.11
-43.9928879,-19.826182,1,2,96.68,"RUA MARROCOS,N. 811 CASA 02, JARDIM LEBLON, BELO HORIZONTE",114,Casa,2.48,0.09,0.09
-43.9794726,-19.8119678,1,3,74.3,"RUA TENENTE RICARDO GUIMARÃES,N. 36 BL. 11, RIO BRANCO, BELO HORIZONTE",120,Apartamento,2.91,0.08,0.11
-43.9824029,-19.9426375,2,3,127.75,"RUA MACHADO NUNES,N. 79, SALGADO FILHO, BELO HORIZONTE",227,Apartamento,2.49,0.12,0.09
-43.9693429,-19.8358615,1,3,0,"RUA GRACA ARANHA,N. 26, SANTA BRANCA, BELO HORIZONTE",159,Apartamento,0.32,0.04,0.12
-44.0996444,-19.9327809,1,2,57.3,"RUA TAYLANDIA,N. 195, GRANJA VERDE, BETIM",66,Apartamento,8.87,6.01,6
-45.2498589,-19.7410561,2,4,222.53,"RUA PEDRO SIMAO VAZ,N. 435 BAIRRO JARDIM DOS ANJOS, CENTRO, BOM DESPACHO",424,Apartamento,129.93,127,127.02
-43.9371357,-19.9286218,0,0,0,"AVENIDA JOÃO PINHEIRO,N. S/N BAIRRO EUROPEU, EUROPEU, CAETE",682,Terreno,0.5,0.12,0.04
-44.05893335,-19.8904273,0,2,139.26,"RUA UM,N. 317 CASA 02, SAPUCAIA, CONTAGEM",141,Casa,4.14,3.75,3.75
-44.4375398,-18.7832653,0,2,0,"RUA ATHENAS,N. 56 BAIRRO LOURDES, CURVELO, CURVELO",37,Casa,126.53,120.51,120.51
-43.96405015,-19.9027163,0,2,61.78,"RUA DEZESSEIS,N. 141 CS 02 BAIRRO SAO PEDRO, ESMERALDAS, ESMERALDAS",48,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA SABARÁ,N. 78, QUINTAS SAO JOSE, ESMERALDAS",14,Terreno,0.8,0.09,0.11
-41.8994485,-18.8362747,0,2,85.97,"AVENIDA DR ALTAMIRO COLOMBO RIBEIRO,N. 517, FLORESTA, GOVERNADOR VALADARES",27,Apartamento,237.14,234.31,234.18
-43.7748962,-20.2604081,0,0,0,"(RUA JOSE EDUARDO RODRIGUES), ITABIRITO, ITABIRITO",45,Terreno,39.23,35.16,34.92
-49.4379628,-18.9799553,0,3,90.3,"TRAVESSA JUQUINHA GOUVEIA,N. 74, RESIDENCIAL PORTAL DOS IPES, ITUIUTABA",58,Casa,577.86,574.95,574.96
-43.96405015,-19.9027163,2,3,158.54,"RUA SOL,N. 280 BAIRRO SOLARIUM, LAGOA SANTA, LAGOA SANTA",387,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,2,72.52,"VIA QUATORZE,N. 495 CASA (R.THEREZINHA RAMOS)B.JD INDUSTRIAL, LAGOA SANTA, LAGOA SANTA",137,Casa,0.8,0.09,0.11
-43.8759773,-19.6590848,0,0,0,"RUA OITO BAIRRO VILLAGE DO GRAMADO, LAGOA SANTA, LAGOA SANTA",117,Terreno,18.21,15.69,15.76
-45.0072871,-21.2392514,1,3,110.5,"RUA DOUTOR DELFINO DE SOUZA,N. 870 BAIRRO JOSÉ MOURA DO AMARAL, LAVRAS, LAVRAS",294,Casa,173.9,168.6,168.56
-43.96405015,-19.9027163,0,2,0,"RUA SÃO JOSÉ,N. (177) BAIRRO SANTA RITA, MANHUMIRIM, MANHUMIRIM",38,Casa,0.8,0.09,0.11
-44.08517435,-19.5458485,0,2,0,"RUA PRESIDENTE PRUDENTE DE MORAIS,N. 190 B CASA 03 BAIRRO PRESIDENTE, MATOZINHOS, MATOZINHOS",49,Casa,34.36,28.35,28.35
-44.0984987,-19.541619,0,2,96,"RUA DOS COLIBRIS,N. 141 BAIRRO VISTA ALEGRE I, CENTRO, MATOZINHOS",42,Casa,35.32,29.3,29.3
-44.831455,-20.7131323,0,2,66.49,"RUA GRANADA,N. 108, CENTRO, OLIVEIRA",40,Casa,118.07,113.08,113.09
-43.96405015,-19.9027163,0,2,0,"RUA ARINO PATRÍCIO DA SILVA,N. 1005, SANTOS DUMONT, SANTOS DUMONT",27,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,2,0,"RUA IRAY BUENO SARTO,N. 100, IMPERIAL, VARGINHA",63,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA CASTANHEIRAS,N. 59 BAIRRO CIDADE NOVA, VARZEA DA PALMA, VARZEA DA PALMA",34,Casa,0.8,0.09,0.11
-45.9422495,-21.3971772,0,3,125,"ALAMEDA PALMEIRAS,N. 568 BAIRRO JARDIM PRIMAVERA, ALFENAS, ALFENAS",57,Casa,255.15,250.47,250.54
-43.96405015,-19.9027163,0,3,66,"RUA ANTÔNIO JOSÉ SANTANA,N. 80 BAIRRO SÃO PEDRO, ALMENARA, ALMENARA",32,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,1,3,415.21,"RUA JOÃO BATISTA SALES,N. 145 BAIRRO JARDIM NOVA ANDRADAS, ANDRADAS, ANDRADAS",165,Casa,0.8,0.09,0.11
-43.96405015,-19.9027163,0,0,0,"RUA MARIA ABADIA ARAUJO BRASILEIRO,N. 191 BAIRRO PQ DAS PAINEIRAS, ARAGUARI, ARAGUARI",44,Terreno,0.8,0.09,0.11
