coord_x,coord_y,size,address,type,price,farmac_dist,mercado_dist,restaurante_dist,regiao_id,bairro
-43.9734938,-19.9440018,72,"Rua Lindolfo de Azevedo, Jardim América, Belo Horizonte",3,265,0.15,0.07,0.06,7,Jardim América
-43.9418531,-19.9074208,75,"Rua Diamantina, Lagoinha, Belo Horizonte",3,320,0.21,0.03,0.04,4,Lagoinha
-43.9725805,-19.9474644,80,"Rua Santos, Jardim América, Belo Horizonte",1,340,0.11,0.08,0.04,7,Jardim América
-43.9206712,-19.9305528,90,"Rua Dante, São Lucas, Belo Horizonte",3,300,0.04,0.04,0.02,2,São Lucas
-43.9645743,-19.9672155,65,"Rua Heitor Menin, Estoril, Belo Horizonte",3,290,0.09,0.09,0.03,7,Estoril
-43.9799565,-19.8752672,80,"Rua Desembargador Paulo Mota, Ouro Preto, Belo Horizonte",3,320,0.17,0.08,0.14,8,Ouro Preto
-43.9722872,-19.8370842,65,"Avenida Deputado Anuar Menhen, Santa Amélia, Belo Horizonte",1,220,0.03,0.13,0.13,8,Santa Amélia
-43.9811458,-19.9681317,76,"Avenida Dom JoÃ£o VI, Palmeiras, Belo Horizonte",1,240,0.02,0.04,0.01,7,Palmeiras
-43.9364267,-19.8941511,72,"Rua Paru, Concórdia, Belo Horizonte",1,290,0.12,0.02,0.01,4,Concórdia
-43.9183089,-19.9007239,65,"Rua JoÃ£o de Paula, Sagrada Família, Belo Horizonte",3,290,0.1,0.08,0.08,3,Sagrada Família
-43.9207775,-19.8697394,80,"Rua Queluzita, São Paulo, Belo Horizonte",1,340,0.07,0.14,0.03,4,São Paulo
-43.9756447,-19.9200195,84,"Rua Aquidaban, Padre Eustáquio, Belo Horizonte",3,290,0.07,0.02,0.02,5,Padre Eustáquio
-43.920604,-19.9094931,117,"Rua Alabastro, Sagrada Família, Belo Horizonte",1,350,0.07,0.1,0.01,3,Sagrada Família
-43.9981681,-19.8934747,112,"Rua Maestro George Marinuzzi, Manacás, Belo Horizonte",1,300,0.05,0.01,0.01,8,Manacás
-43.9979335,-19.8905729,90,"Rua Desembargador JosÃ© Burnier, Castelo, Belo Horizonte",3,320,0.02,0.11,0.02,8,Castelo
-43.9942574,-19.9604175,65,"Rua Sargento Assuero Cabral, Betânia, Belo Horizonte",1,240,0.14,0.14,0.08,7,Betânia
-43.9150754,-19.9216583,70,"Rua JoÃ£o Ribeiro, Santa Efigênia, Belo Horizonte",1,330,0.06,0.02,0.03,3,Santa Efigênia
-43.9755448,-19.9170196,75,"Rua ItororÃ³, Padre Eustáquio, Belo Horizonte",1,220,0.16,0.08,0.12,5,Padre Eustáquio
-43.9064412,-19.9196098,82,"Rua Benjamim Quadros, Paraíso, Belo Horizonte",1,350,0.09,0.03,0.17,3,Paraíso
-43.9653881,-19.9623529,72,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",1,260,0.05,0.1,0.12,7,Estoril
-43.9568059,-19.9351771,70,"Rua Almirante Alexandrino, Gutierrez, Belo Horizonte",1,350,0.04,0.06,0.06,7,Gutierrez
-43.9996541,-19.9297242,65,"Rua BarÃ£o de GuaxupÃ©, João Pinheiro, Belo Horizonte",3,210,0.09,0.07,0.07,5,João Pinheiro
-43.9177932,-19.9339042,110,"Rua CabrÃ¡lia, São Lucas, Belo Horizonte",1,350,0.07,0.02,0.02,2,São Lucas
-43.8924135,-19.8916105,77,"Rua Rita Marcelina, Boa Vista, Belo Horizonte",3,350,0.08,0.02,0.02,3,Boa Vista
-43.9248364,-19.8887506,90,"Rua Professor Pimenta da Veiga, Cidade Nova, Belo Horizonte",3,320,0.05,0.07,0.03,4,Cidade Nova
-43.98656725,-19.95686515,73,"Rua Trucal, Betânia, Belo Horizonte",3,290,0.07,0.02,0.04,7,Betânia
-43.9673536,-19.9555371,90,"Rua Cordelina Silveira Matos, Estoril, Belo Horizonte",1,315,0.05,0.01,0.05,7,Estoril
-43.9132259,-19.9212706,90,"Rua Frutal, Santa Efigênia, Belo Horizonte",3,275,0.09,0.01,0.01,3,Santa Efigênia
-43.9156224,-19.9409063,100,"Rua Capelinha, Serra, Belo Horizonte",3,350,0.25,0.09,0.02,2,Serra
-44.0073304,-19.8826795,68,"Rua Shirley Regina das Chagas, Serrano, Belo Horizonte",1,269,0.03,0.07,0.09,8,Serrano
-43.966302,-19.8134091,110,"Rua Umbaratiba, Candelária, Belo Horizonte",3,269,0.12,0.11,0.09,9,Candelária
-43.9536507,-19.8306929,94,"Avenida Dr Cristiano Guimaraes, Planalto, Belo Horizonte",3,280,0.02,0.01,0.01,6,Planalto
-43.9921716,-19.8321266,70,"Rua Marrocos, Copacabana, Belo Horizonte",1,250,0.17,0.13,0.06,9,Copacabana
-43.9848982,-19.8407993,70,"Rua Dona Cidinha Stussi, Santa Amélia, Belo Horizonte",3,350,0.12,0.11,0.11,8,Santa Amélia
-43.9783692,-19.9219179,78,"Rua Vereador Geraldo Pereira, Padre Eustáquio, Belo Horizonte",3,290,0.07,0.01,0.15,5,Padre Eustáquio
-43.924057,-19.8937945,80,"Avenida JosÃ© CÃ¢ndido da Silveira, Sagrada Família, Belo Horizonte",3,300,0.08,0.06,0.06,3,Sagrada Família
-43.9729392,-19.9794951,72,"Rua Pedro NatalÃ­cio de Morais, Buritis, Belo Horizonte",1,290,0.06,0.31,0.14,7,Buritis
-44.0032701,-19.9844033,73,"Rua Dona Luiza, Milionários, Belo Horizonte",1,350,0.09,0.08,0.13,1,Milionários
-44.0117644,-19.9964348,67,"Rua PavÃ£o, Miramar, Belo Horizonte",1,320,0.09,0.09,0.08,1,Miramar
-43.9665066,-19.964987,91,"Rua Austria, Havaí, Belo Horizonte",3,230,0.1,0.05,0.05,7,Havaí
-43.9021772,-19.9126,79,"Rua Rocha Pita, Pompéia, Belo Horizonte",1,330,0.08,0.02,0.09,3,Pompéia
-43.9149622,-19.8510142,65,"Rua JosÃ© Toledo de Oliveira, São Gabriel, Belo Horizonte",3,290,0.23,0.11,0.1,4,São Gabriel
-43.917445,-19.9009377,70,"Rua SÃ£o Mateus, Sagrada Família, Belo Horizonte",3,295,0.04,0.03,0.03,3,Sagrada Família
-43.9770367,-19.9012685,70,"Rua Bangu, Caiçara-Adelaide, Belo Horizonte",1,255,0.1,0.01,0.01,5,Caiçara-Adelaide
-43.9186623,-19.9101116,75,"Rua MÃ¡rio de Andrade Gomes, Horto, Belo Horizonte",1,319,0.1,0.05,0.05,3,Horto
-43.9385112,-19.8279577,69,"Rua Alga Verde, Jardim Guanabara, Belo Horizonte",3,323,0.14,0.13,0.01,6,Jardim Guanabara
-43.9694463,-19.9641944,90,"Rua San Salvador, Havaí, Belo Horizonte",1,280,0.07,0.09,0.04,7,Havaí
-43.9368518,-19.842502,70,"Rua Paulo do Couto e Silva, Heliópolis, Belo Horizonte",1,320,0.07,0.18,0.09,6,Heliópolis
-43.9391696,-19.8281818,70,"Rua Alga Azul, Jardim Guanabara, Belo Horizonte",1,279,0.11,0.07,0.07,6,Jardim Guanabara
-43.9299346,-19.8924448,85,"Rua Waldir Leite Pena, Silveira, Belo Horizonte",1,330,0.03,0.06,0.07,4,Silveira
-43.9797583,-19.8116762,75,"Rua Tenente Ricardo GuimarÃ£es, Rio Branco, Belo Horizonte",3,212,0.08,0.04,0.13,9,Rio Branco
-43.9321424,-19.8510664,99,"Rua Ezio MÃ¡rio Terenzi, Minaslândia, Belo Horizonte",3,350,0.19,0.13,0.09,6,Minaslândia
-43.9780623,-19.9349037,90,"Rua JoÃ£o Caetano, Nova Suissa, Belo Horizonte",3,345,0.05,0.06,0.09,7,Nova Suissa
-43.9341609,-19.8940156,90,"Rua SÃ£o Bartolomeu, Nova Floresta, Belo Horizonte",3,330,0.07,0.06,0.06,4,Nova Floresta
-43.9845288,-19.8791256,90,"Rua Ã‰rico de Moura, Ouro Preto, Belo Horizonte",1,320,0.04,0.14,0.06,8,Ouro Preto
-43.9786974,-19.8047652,75,"Rua JosÃ© Flora, Letícia, Belo Horizonte",3,259,0.04,0.09,0.04,9,Letícia
-44.02559875,-19.98500765,70,,1,348,0.13,0.08,0.07,1,Diamante
-43.9551346,-19.9430687,100,"Rua Doutor Sette CÃ¢mara, Luxemburgo, Belo Horizonte",1,345,0.06,0.14,0.07,2,Luxemburgo
-44.0076226,-19.8957976,80,"Rua Uirapiana, Alípio de Melo, Belo Horizonte",1,260,0.08,0.13,0.1,8,Alípio de Melo
-43.98656725,-19.95686515,93,"Rua AgÃ­lio Cruz de Souza, Betânia, Belo Horizonte",3,330,0.07,0.02,0.04,7,Betânia
-43.9326884,-19.8931977,75,"Rua HÃ©lium, Nova Floresta, Belo Horizonte",1,350,0.05,0.02,0.02,4,Nova Floresta
-43.9926137,-19.8728992,75,"Rua Gasparino Carvalho Silva, Paquetá, Belo Horizonte",1,335,0.22,0.16,0.13,8,Paquetá
-43.9652574,-19.9322594,85,"Rua Campos ElÃ­seos, Barroca, Belo Horizonte",1,340,0.06,0.05,0.04,7,Barroca
-43.9755055,-19.9424836,73,"Rua Ã”mega, Jardim América, Belo Horizonte",3,285,0.09,0.05,0.05,7,Jardim América
-43.913358,-19.9312633,98,"Rua Veraldo Lambertucci, Novo São Lucas, Belo Horizonte",3,320,0.3,0.14,0.05,2,Novo São Lucas
-43.9926137,-19.8728992,70,"Rua Gasparino Carvalho Silva, Paquetá, Belo Horizonte",1,350,0.22,0.16,0.13,8,Paquetá
-43.9783482,-19.9812272,66,"Avenida Senador JosÃ© Augusto, Buritis, Belo Horizonte",3,290,0.5,0.36,0.09,7,Buritis
-43.9777414,-19.9551734,79,"Rua EstrelÃ­tzia, Havaí, Belo Horizonte",3,330,0.03,0.03,0.01,7,Havaí
-43.9150811,-19.8749743,80,"Rua Maria Ferreira da Silva, Fernão Dias, Belo Horizonte",3,345,0.05,0.03,0.03,4,Fernão Dias
-43.9648108,-19.9339085,85,"Rua Catete, Barroca, Belo Horizonte",3,325,0.21,0.04,0.13,7,Barroca
-43.9729392,-19.9794951,70,"Rua Pedro NatalÃ­cio de Morais, Buritis, Belo Horizonte",1,260,0.06,0.31,0.14,7,Buritis
-43.9803579,-19.9337857,70,"Rua Zurick, Nova Suissa, Belo Horizonte",1,270,0.09,0.17,0.07,7,Nova Suissa
-43.9840801,-19.9479759,66,"Rua Campo Formoso, Salgado Filho, Belo Horizonte",1,330,0.08,0.01,0.04,7,Salgado Filho
-43.924849,-19.8862435,100,"Rua Cardeal Stepinac, Cidade Nova, Belo Horizonte",1,340,0.04,0.03,0.03,4,Cidade Nova
-43.9358457,-19.8442878,75,"Rua Maria Manoela Braz, Heliópolis, Belo Horizonte",3,345,0.08,0.18,0.11,6,Heliópolis
-43.9636226,-19.9327467,90,"Rua Turfa, Barroca, Belo Horizonte",1,290,0.13,0.09,0.05,7,Barroca
-43.9636602,-19.8365507,97,"Rua Engenheiro Vicente AssunÃ§Ã£o, Itapoã, Belo Horizonte",1,350,0.08,0.04,0.06,8,Itapoã
-43.9679917,-19.9162382,69,"Rua Frederico Bracher JÃºnior, Carlos Prates, Belo Horizonte",3,300,0.07,0.04,0.03,5,Carlos Prates
-43.971016,-19.9714673,70,"Rua Stella Hanriot, Buritis, Belo Horizonte",1,320,0.24,0.12,0.18,7,Buritis
-43.9317004,-19.9015443,115,"Rua Coromandel, Graça, Belo Horizonte",1,328,0.04,0.08,0.08,4,Graça
-43.9208162,-19.8976668,90,"Rua SÃ£o Joaquim, Sagrada Família, Belo Horizonte",1,350,0.11,0.09,0.06,3,Sagrada Família
-43.9677899,-19.9421889,100,"Rua Peperi, Nova Granada, Belo Horizonte",1,350,0.03,0.09,0.06,7,Nova Granada
-43.9311366,-19.9117891,125,"Rua Pouso Alegre, Floresta, Belo Horizonte",1,310,0.05,0.02,0.02,3,Floresta
-43.9131488,-19.9244469,90,"Rua Maestro DelÃª Andrade, Santa Efigênia, Belo Horizonte",3,330,0.03,0.02,0.02,3,Santa Efigênia
-43.9558251,-19.949228,80,"Rua Doutor HelvÃ©cio Arantes, Luxemburgo, Belo Horizonte",1,280,0.17,0.08,0.03,2,Luxemburgo
-43.9688513,-19.9290662,100,"Rua Maranguape, Prado, Belo Horizonte",3,325,0.06,0.06,0.18,7,Prado
-43.9781158,-19.9013948,90,"Rua Mayrink, Caiçara-Adelaide, Belo Horizonte",3,350,0.08,0.09,0.1,5,Caiçara-Adelaide
-43.98089345,-19.91433825,80,,3,350,0.07,0.06,0.03,5,Padre Eustáquio
-43.9082602,-19.9259415,78,"Avenida Mem de SÃ¡, Santa Efigênia, Belo Horizonte",3,339,0.09,0.03,0.01,3,Santa Efigênia
-43.9653881,-19.9623529,70,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",3,270,0.05,0.1,0.12,7,Estoril
-43.9191995,-19.9370107,112,"Rua Monte SiÃ£o, Serra, Belo Horizonte",1,320,0.02,0.1,0.06,2,Serra
-43.961926,-19.9386477,80,"Rua Oscar Trompowsky, Gutierrez, Belo Horizonte",3,298,0.1,0.1,0.07,7,Gutierrez
-43.9783482,-19.9812272,70,"Avenida Senador JosÃ© Augusto, Buritis, Belo Horizonte",1,300,0.5,0.36,0.09,7,Buritis
-43.9969762,-19.8801441,75,"Rua Castelo Lamego, Castelo, Belo Horizonte",1,265,0.08,0.06,0.08,8,Castelo
-43.9499625,-19.9517183,80,"Rua Padre Francisco Arantes, Vila Paris, Belo Horizonte",3,295,0.26,0.1,0.16,2,Vila Paris
-43.9639454,-19.8320783,65,"Rua Martinica, Santa Branca, Belo Horizonte",1,225,0.15,0.19,0.07,8,Santa Branca
-43.9392051,-19.8402579,70,"Rua Laura Brito Farias, Heliópolis, Belo Horizonte",1,340,0.13,0.17,0.02,6,Heliópolis
-43.9188948,-19.8997504,98,"Rua CabrobÃ³, Sagrada Família, Belo Horizonte",1,296,0.08,0.08,0.03,3,Sagrada Família
-43.9176222,-19.9425651,80,"Rua CaraÃ§a, Serra, Belo Horizonte",1,320,0.11,0.08,0.06,2,Serra
-43.9926137,-19.8728992,70,"Rua Gasparino Carvalho Silva, Paquetá, Belo Horizonte",3,335,0.22,0.16,0.13,8,Paquetá
-43.9935091,-19.8322679,70,"Rua MÃ©xico, Copacabana, Belo Horizonte",3,240,0.2,0.14,0.1,9,Copacabana
-43.9694992,-19.9738664,98,"Rua SÃ­lvio de Oliveira Martins, Buritis, Belo Horizonte",3,330,0.11,0.11,0.11,7,Buritis
-43.9188948,-19.8997504,80,"Rua CabrobÃ³, Sagrada Família, Belo Horizonte",1,350,0.08,0.08,0.03,3,Sagrada Família
-43.9714334,-19.929832,128,"Rua Contendas, Prado, Belo Horizonte",1,350,0.17,0.08,0.04,7,Prado
-43.9372526,-19.832042,90,"Rua Tomaz AmÃ¢ncio da Silva, Floramar, Belo Horizonte",1,290,0.1,0.1,0.1,6,Floramar
-43.9665066,-19.964987,82,"Rua Ã?ustria, Havaí, Belo Horizonte",3,280,0.1,0.05,0.05,7,Havaí
-43.9857717,-19.9161035,70,"Rua Carioca, Padre Eustáquio, Belo Horizonte",1,270,0.15,0.04,0.04,5,Padre Eustáquio
-43.9811157,-19.8207755,65,"Rua Vera LÃºcia, Rio Branco, Belo Horizonte",3,290,0.12,0.12,0.1,9,Rio Branco
-43.9925981,-19.927385,80,"Rua Dom JoÃ£o Pimenta, Coração Eucarístico, Belo Horizonte",3,310,0.09,0.07,0.08,5,Coração Eucarístico
-43.9855261,-19.8682685,75,"Avenida Fleming, Ouro Preto, Belo Horizonte",3,316,0.15,0.08,0.03,8,Ouro Preto
-43.9338204,-19.890975,72,"Rua Manganes, Nova Floresta, Belo Horizonte",1,280,0.1,0.12,0.06,4,Nova Floresta
-43.9145199,-19.9407216,75,"Rua Corinto, Serra, Belo Horizonte",1,290,0.14,0.02,0.05,2,Serra
-43.924849,-19.8862435,83,"Rua Cardeal Stepinac, Cidade Nova, Belo Horizonte",1,350,0.04,0.03,0.03,4,Cidade Nova
-43.9788408,-19.9260382,80,"Rua Rio das Mortes, Calafate, Belo Horizonte",1,340,0.08,0.07,0.08,7,Calafate
-43.9734938,-19.9440018,70,"Rua Lindolfo de Azevedo, Jardim América, Belo Horizonte",1,229,0.15,0.07,0.06,7,Jardim América
-43.9294336,-19.8968826,90,"Rua SÃ£o Roque, Graça, Belo Horizonte",3,330,0.26,0.09,0.09,4,Graça
-43.9797309,-19.839479,72,"Rua dos ExpedicionÃ¡rios, Santa Amélia, Belo Horizonte",3,250,0.13,0.04,0.16,8,Santa Amélia
-43.9236005,-19.9015813,85,"Rua Conselheiro Lafaiete, Sagrada Família, Belo Horizonte",1,330,0.09,0.08,0.02,3,Sagrada Família
-43.9394538,-19.8292586,70,"Rua Alga Vermelha, Jardim Guanabara, Belo Horizonte",1,300,0.22,0.17,0.09,6,Jardim Guanabara
-43.9304417,-19.9098531,90,"Rua Salinas, Floresta, Belo Horizonte",3,350,0.08,0.05,0.05,3,Floresta
-43.9540005,-19.8254828,70,"Rua Francisco Augusto Rocha, Planalto, Belo Horizonte",1,330,0.26,0.01,0.01,6,Planalto
-43.9457777,-19.8715175,67,"Rua Meira de Vasconcelos, Maria Virgínia, Belo Horizonte",3,230,0.06,0.06,0.04,4,Maria Virgínia
-43.9200689,-19.9402716,100,"Rua do Ouro, Serra, Belo Horizonte",1,340,0.15,0.04,0.04,2,Serra
-43.9442219,-19.8593431,85,"Rua Paulino Vaz de Melo, Dona Clara, Belo Horizonte",3,320,0.06,0.07,0.12,8,Dona Clara
-43.9304417,-19.9098531,80,"Rua Salinas, Floresta, Belo Horizonte",3,340,0.08,0.05,0.05,3,Floresta
-43.9207775,-19.8697394,68,"Rua Queluzita, São Paulo, Belo Horizonte",1,330,0.07,0.14,0.03,4,São Paulo
-43.9132259,-19.9212706,95,"Rua Frutal, Santa Efigênia, Belo Horizonte",1,340,0.09,0.01,0.01,3,Santa Efigênia
-43.9540005,-19.8254828,75,"Rua Francisco Augusto Rocha, Planalto, Belo Horizonte",1,250,0.26,0.01,0.01,6,Planalto
-43.983405,-19.8044233,90,"Rua Alberto de Freitas Ramos, Piratininga, Belo Horizonte",3,305,0.09,0.05,0.04,9,Piratininga
-43.9294336,-19.8968826,90,"Rua SÃ£o Roque, Graça, Belo Horizonte",1,350,0.26,0.09,0.09,4,Graça
-43.9815426,-19.9597338,70,"Rua JÃºlio de Castilho, Cinqüentenário, Belo Horizonte",3,270,0.26,0.05,0.02,7,Cinqüentenário
-43.9798271,-19.8697533,90,"Rua Frei Leopoldo, Ouro Preto, Belo Horizonte",3,350,0.1,0.07,0.07,8,Ouro Preto
-43.9220919,-19.8715593,107,"Rua Aiuruoca, Fernão Dias, Belo Horizonte",1,350,0.13,0.1,0.1,4,Fernão Dias
-44.0183006,-19.9380848,85,"Rua Deputado Joaquim Mariano, Camargos, Belo Horizonte",3,210,0.02,0.08,0.08,7,Camargos
-43.9917358,-19.8798506,69,"Rua Gustavo Ladeira, Paquetá, Belo Horizonte",3,309,0.11,0.03,0.03,8,Paquetá
-43.9890115,-19.873006,80,"Rua Sena Madureira, Ouro Preto, Belo Horizonte",3,350,0.09,0.08,0.03,8,Ouro Preto
-43.9815426,-19.9597338,70,"Rua JÃºlio de Castilho, Cinqüentenário, Belo Horizonte",1,314,0.26,0.05,0.02,7,Cinqüentenário
-43.9786896,-19.8200575,85,"Rua Carlos Alberto, Rio Branco, Belo Horizonte",3,350,0.05,0.06,0.07,9,Rio Branco
-43.9917358,-19.8798506,110,"Rua Gustavo Ladeira, Paquetá, Belo Horizonte",1,333,0.11,0.03,0.03,8,Paquetá
-43.9779706,-19.9374341,75,"Rua Desembargador DÃ¡rio Lins, Nova Suissa, Belo Horizonte",3,280,0.09,0.13,0.07,7,Nova Suissa
-43.9734618,-19.9160736,65,"Rua Riachuelo, Padre Eustáquio, Belo Horizonte",3,225,0.09,0.03,0.02,5,Padre Eustáquio
-43.9751979,-19.8137433,65,"Rua Corretor Juventino de Jesus, Candelária, Belo Horizonte",3,250,0.08,0.16,0.15,9,Candelária
-43.9788408,-19.9260382,75,"Rua Rio das Mortes, Calafate, Belo Horizonte",1,340,0.08,0.07,0.08,7,Calafate
-43.9061113,-19.924877,75,"Rua Malaquito, Paraíso, Belo Horizonte",3,300,0.08,0.12,0.08,3,Paraíso
-43.9547467,-19.8344356,85,"Rua Jornalista Fernando Carvalho, Planalto, Belo Horizonte",3,320,0.12,0.04,0.05,6,Planalto
-43.9400399,-19.8945875,70,"Rua Taquari, Renascença, Belo Horizonte",3,290,0.1,0.02,0.2,4,Renascença
-43.9555513,-19.9500799,95,"Rua Doutor Juvenal dos Santos, Luxemburgo, Belo Horizonte",1,320,0.09,0.03,0.02,2,Luxemburgo
-43.9726277,-19.8217987,70,"Rua Ministro Oliveira Salazar, Santa Mônica, Belo Horizonte",3,195,0.12,0.06,0.05,9,Santa Mônica
-43.9969018,-19.8884087,84,"Rua Romualdo Lopes CanÃ§ado, Castelo, Belo Horizonte",1,315,0.04,0.09,0.04,8,Castelo
-43.9678296,-19.9655701,72,"Rua GeÃ³rgia, Havaí, Belo Horizonte",3,270,0.05,0.04,0.04,7,Havaí
-43.9732616,-19.970746,79,"Rua Maria Heilbuth Surette, Buritis, Belo Horizonte",1,340,0.12,0.08,0.06,7,Buritis
-43.929026,-19.8991257,68,"Rua JuruÃ¡, Graça, Belo Horizonte",1,340,0.02,0.02,0.07,4,Graça
-43.9375124,-19.8744296,65,"Rua JosÃ© Cleto, Palmares, Belo Horizonte",3,280,0.17,0.1,0.1,4,Palmares
-43.9749448,-19.9386809,109,"Rua Gama Cerqueira, Nova Suissa, Belo Horizonte",3,350,0.07,0.02,0.05,7,Nova Suissa
-43.9335041,-19.8843965,80,"Rua Princesa Leopoldina, Ipiranga, Belo Horizonte",1,340,0.17,0.13,0.04,4,Ipiranga
-43.97375795,-19.941473,77,"Rua Indiana, Jardim América, Belo Horizonte",3,260,0.15,0.04,0.03,7,Jardim América
-43.9645743,-19.9672155,65,"Rua Heitor Menin, Estoril, Belo Horizonte",1,270,0.09,0.09,0.03,7,Estoril
-44.0049245,-19.8700751,69,"Rua Bom Jesus da Penha, Santa Terezinha, Belo Horizonte",1,188,0.02,0.08,0.12,8,Santa Terezinha
-43.9132498,-19.9256351,70,"Rua AnÃ­bal BenÃ©volo, Santa Efigênia, Belo Horizonte",1,330,0.1,0.1,0.04,3,Santa Efigênia
-43.9964176,-19.8940102,75,"Rua Doutor LuÃ­s Ratton, Manacás, Belo Horizonte",1,260,0.14,0.17,0.12,8,Manacás
-43.9136141,-19.9306788,95,"Rua NÃ­sio Batista de Oliveira, Novo São Lucas, Belo Horizonte",1,320,0.24,0.16,0.1,2,Novo São Lucas
-43.96903,-19.9652065,84,"Avenida Costa do Marfim, Havaí, Belo Horizonte",1,210,0.07,0.08,0.07,7,Havaí
-44.0045088,-19.8924229,75,"Rua Medicos,Dos, Alípio de Melo, Belo Horizonte",1,210,0.17,0.15,0.04,8,Alípio de Melo
-43.9653881,-19.9623529,85,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",1,235,0.05,0.1,0.12,7,Estoril
-43.9783482,-19.9812272,65,"Avenida Senador JosÃ© Augusto, Buritis, Belo Horizonte",3,330,0.5,0.36,0.09,7,Buritis
-43.9756545,-19.939092,70,"Rua Indiana, Jardim América, Belo Horizonte",1,259,0.03,0.03,0.03,7,Jardim América
-43.9408647,-19.9069986,70,"Rua Itabira, Colégio Batista, Belo Horizonte",1,340,0.21,0.04,0.08,4,Colégio Batista
-43.9384672,-19.8439164,72,"Rua Raimundo Arruda, Heliópolis, Belo Horizonte",3,240,0.05,0.04,0.1,6,Heliópolis
-43.961684,-19.8584949,77,"Rua Barroso JÃºnior, São José, Belo Horizonte",3,350,0.1,0.06,0.06,8,São José
-43.9394538,-19.8292586,69,"Rua Alga Vermelha, Jardim Guanabara, Belo Horizonte",1,340,0.22,0.17,0.09,6,Jardim Guanabara
-43.9408647,-19.9069986,94,"Rua Itabira, Colégio Batista, Belo Horizonte",1,340,0.21,0.04,0.08,4,Colégio Batista
-43.9665066,-19.964987,91,"Rua Ã?ustria, Havaí, Belo Horizonte",1,280,0.1,0.05,0.05,7,Havaí
-43.9417042,-19.8600383,90,"Rua Leopoldina Cardoso, Dona Clara, Belo Horizonte",3,320,0.17,0.1,0.14,8,Dona Clara
-43.9268406,-19.9151236,85,"Rua Bueno BrandÃ£o, Floresta, Belo Horizonte",3,349,0.12,0.07,0.03,3,Floresta
-43.9686442,-19.9587579,96,"Mario Coutinho, Havaí, Belo Horizonte",1,349,0.2,0.08,0.05,7,Havaí
-43.9783692,-19.9219179,88,"Rua Vereador Geraldo Pereira, Padre Eustáquio, Belo Horizonte",1,333,0.07,0.01,0.15,5,Padre Eustáquio
-43.9673235,-19.9296522,95,"Rua SelÃªnio, Prado, Belo Horizonte",3,325,0.06,0.11,0.06,7,Prado
-44.0105282,-19.8808127,85,,3,315,0.12,0.07,0.06,8,Serrano
-43.9785791,-19.9372209,93,"Rua Geraldo Bicalho, Nova Suissa, Belo Horizonte",3,350,0.15,0.16,0.02,7,Nova Suissa
-43.9113804,-19.9200838,65,"Rua MaracanÃ£, Santa Efigênia, Belo Horizonte",1,290,0.03,0.04,0.07,3,Santa Efigênia
-43.9524359,-19.8713606,72,"Rua Beira-Alta, São Francisco, Belo Horizonte",1,335,0.22,0.05,0.1,8,São Francisco
-43.9886106,-19.8347351,65,"Rua Castro Alves, Copacabana, Belo Horizonte",1,245,0.11,0.1,0.05,9,Copacabana
-43.8922578,-19.8424144,65,"Rua JoÃ£o Lemos, Acaiaca, Belo Horizonte",1,195,0.15,0.12,0.2,4,Acaiaca
-43.985511,-19.8413915,65,"Rua Domingos Viotti, Santa Amélia, Belo Horizonte",3,220,0.15,0.15,0.14,8,Santa Amélia
-44.0199485,-19.9978019,83,"Avenida JoÃ£o Rolla Filho, Diamante, Belo Horizonte",1,345,0.06,0.01,0.01,1,Diamante
-43.9773603,-19.8389046,70,"Avenida Guarapari, Santa Amélia, Belo Horizonte",1,290,0.02,0.08,0.01,8,Santa Amélia
-43.9652411,-19.9612872,70,"Rua Nilo AntÃ´nio Gazire, Estoril, Belo Horizonte",1,290,0.07,0.03,0.03,7,Estoril
-43.9653881,-19.9623529,80,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",3,290,0.05,0.1,0.12,7,Estoril
-43.9223277,-19.9066863,88,"Rua Genoveva de Souza, Sagrada Família, Belo Horizonte",3,320,0.13,0.07,0.09,3,Sagrada Família
-43.9447525,-19.8383282,97,"Rua Professor JosÃ© Carvalho Lopes, Planalto, Belo Horizonte",1,340,0.31,0.09,0.09,6,Planalto
-43.9183408,-19.9417517,124,"Rua Oriente, Serra, Belo Horizonte",1,340,0.09,0.06,0.09,2,Serra
-43.9857532,-19.8079621,96,"Rua Limeira, Piratininga, Belo Horizonte",3,290,0.11,0.02,0.02,9,Piratininga
-43.9499625,-19.9517183,75,"Rua Padre Francisco Arantes, Vila Paris, Belo Horizonte",3,259,0.26,0.1,0.16,2,Vila Paris
-43.9648891,-19.9266021,90,"Rua Turfa, Prado, Belo Horizonte",3,330,0.05,0.04,0.02,7,Prado
-43.920604,-19.9094931,74,"Rua Alabastro, Sagrada Família, Belo Horizonte",1,315,0.07,0.1,0.01,3,Sagrada Família
-43.9694728,-19.9449736,70,"Rua FranÃ§a, Nova Granada, Belo Horizonte",3,230,0.1,0.1,0.08,7,Nova Granada
-44.0079205,-19.9230583,85,"Rua dos Violinos, Conjunto Califórnia I, Belo Horizonte",3,220,0.09,0.1,0.05,5,Conjunto Califórnia I
-43.9542947,-19.944154,85,"Rua AnÃ­bal Gontijo, Luxemburgo, Belo Horizonte",1,300,0.1,0.21,0.12,2,Luxemburgo
