coord_x,coord_y,size,address,type,price,farmac_dist,mercado_dist,restaurante_dist,regiao_id,bairro
-43.920604,-19.9094931,70,"Rua Alabastro, Sagrada Família, Belo Horizonte",3,250,0.07,0.1,0.01,3,Sagrada Família
-43.9917358,-19.8798506,70,"Rua Gustavo Ladeira, Paquetá, Belo Horizonte",1,350,0.11,0.03,0.03,8,Paquetá
-43.9778804,-19.9535485,85,"Rua PeÃ´nia, Havaí, Belo Horizonte",1,270,0.16,0.07,0.12,7,Havaí
-43.9393239,-19.871893,72,"Rua ClÃ¡udio Gomes de Souza, Palmares, Belo Horizonte",1,265,0.06,0.15,0.11,4,Palmares
-43.9540005,-19.8254828,70,"Rua Francisco Augusto Rocha, Planalto, Belo Horizonte",1,320,0.26,0.01,0.01,6,Planalto
-43.9690355,-19.969514,75,"R Ernani Agricola, Buritis, Belo Horizonte",1,328,0.2,0.15,0.19,7,Buritis
-43.9250203,-19.8854075,88,"Rua Professor Lincoln Continentino, Cidade Nova, Belo Horizonte",1,315,0.12,0.1,0.1,4,Cidade Nova
-43.9589731,-19.8235771,65,"Rua JosÃ© Sanguinete, São João Batista, Belo Horizonte",3,169,0.05,0.05,0.03,9,São João Batista
-43.92934775,-19.9123696,100,,3,310,0,0,0.03,3,Floresta
-43.96903,-19.9652065,75,"Avenida Costa do Marfim, Havaí, Belo Horizonte",3,259,0.07,0.08,0.07,7,Havaí
-43.9934296,-19.8831533,72,"Avenida Presidente Tancredo Neves, Castelo, Belo Horizonte",1,299,0.22,0.21,0.05,8,Castelo
-43.9596783,-19.8435215,71,"Avenida Portugal, Itapoã, Belo Horizonte",3,220,0.14,0.17,0.11,8,Itapoã
-43.9697657,-19.8137504,67,"Rua Fernando Pereira MagalhÃ£es, Candelária, Belo Horizonte",1,270,0.18,0.08,0.07,9,Candelária
-43.9387418,-19.8743178,112,"Rua Francisco Nunes, Santa Cruz, Belo Horizonte",3,350,0.16,0.2,0.03,4,Santa Cruz
-44.0069239,-19.8701049,77,"Rua Congonhal, Santa Terezinha, Belo Horizonte",1,249,0.06,0.02,0.05,8,Santa Terezinha
-43.9706624,-19.8234666,70,"Rua Ã?lvares de Azevedo, Santa Mônica, Belo Horizonte",1,250,0.09,0.08,0.07,9,Santa Mônica
-43.9255461,-19.900468,98,"Rua Geraldo Menezes Soares, Sagrada Família, Belo Horizonte",1,350,0.12,0.05,0.05,3,Sagrada Família
-43.9728966,-19.8354088,75,"Rua Humberto Rosa Teixeira, Santa Amélia, Belo Horizonte",3,350,0.02,0.12,0.03,8,Santa Amélia
-43.9601218,-19.9377385,70,"Rua Marechal Bitencourt, Gutierrez, Belo Horizonte",3,350,0.12,0.12,0.06,7,Gutierrez
-43.921374,-19.9309503,90,"Rua Engenheiro Carlos Antonini, São Lucas, Belo Horizonte",1,300,0.06,0.08,0.06,2,São Lucas
-43.914057,-19.9289433,81,"Rua Doutor Newton de Paiva Ferreira, Novo São Lucas, Belo Horizonte",3,330,0.1,0.17,0.09,2,Novo São Lucas
-43.9245917,-19.8880557,85,"Rua Doutor JÃºlio Otaviano Ferreira, Cidade Nova, Belo Horizonte",1,350,0.09,0.11,0.08,4,Cidade Nova
-43.9722872,-19.8370842,67,"Avenida Deputado Anuar Menhen, Santa Amélia, Belo Horizonte",1,210,0.03,0.13,0.13,8,Santa Amélia
-43.970011,-19.9075864,90,"Rua CananÃ©ia, Caiçaras, Belo Horizonte",3,265,0.05,0.1,0.08,5,Caiçaras
-43.9673862,-19.933815,96,"Rua Armindo Chaves, Alto Barroca, Belo Horizonte",3,280,0.12,0.11,0.04,7,Alto Barroca
-43.9806875,-19.9118673,94,"Rua Vila Rica, Jardim Montanhês, Belo Horizonte",1,315,0.08,0.05,0.04,5,Jardim Montanhês
-43.971016,-19.9714673,80,"Rua Stella Hanriot, Buritis, Belo Horizonte",1,335,0.24,0.12,0.18,7,Buritis
-43.9189826,-19.8738062,70,"Rua DoresÃ³polis, Fernão Dias, Belo Horizonte",1,345,0.02,0.07,0.04,4,Fernão Dias
-43.9183089,-19.9007239,80,"Rua JoÃ£o de Paula, Sagrada Família, Belo Horizonte",3,320,0.1,0.08,0.08,3,Sagrada Família
-43.9395248,-19.8812506,70,"Rua Salitre, Santa Cruz, Belo Horizonte",3,295,0.04,0.02,0.02,4,Santa Cruz
-43.9748597,-19.9403927,72,"Rua JacarepaguÃ¡, Jardim América, Belo Horizonte",1,300,0.08,0.05,0.08,7,Jardim América
-43.9943384,-19.8895012,65,"Rua Elson Nunes de Souza, Castelo, Belo Horizonte",3,320,0.08,0.07,0.08,8,Castelo
-43.9250203,-19.8854075,93,"Rua Professor Lincoln Continentino, Cidade Nova, Belo Horizonte",3,350,0.12,0.1,0.1,4,Cidade Nova
-43.9375124,-19.8744296,65,"Rua JosÃ© Cleto, Palmares, Belo Horizonte",3,270,0.17,0.1,0.1,4,Palmares
-43.9653881,-19.9623529,70,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",1,280,0.05,0.1,0.12,7,Estoril
-43.96903,-19.9652065,80,"Avenida Costa do Marfim, Havaí, Belo Horizonte",1,259,0.07,0.08,0.07,7,Havaí
-44.0099293,-19.8802075,82,"Rua Maria de Deus, Serrano, Belo Horizonte",3,310,0.14,0.14,0.07,8,Serrano
-43.93016825,-19.89156565,78,,1,330,0.06,0.09,0.11,4,Silveira
-43.9524359,-19.8713606,71,"Rua Beira-Alta, São Francisco, Belo Horizonte",3,350,0.22,0.05,0.1,8,São Francisco
-43.9250203,-19.8854075,92,"Rua Professor Lincoln Continentino, Cidade Nova, Belo Horizonte",3,300,0.12,0.1,0.1,4,Cidade Nova
-43.945326,-19.8312072,70,"Rua OsÃ³rio Duque Estrada, Planalto, Belo Horizonte",3,295,0.06,0.06,0.05,6,Planalto
-43.9457777,-19.8715175,65,"Rua Meira de Vasconcelos, Maria Virgínia, Belo Horizonte",1,275,0.06,0.06,0.04,4,Maria Virgínia
-43.9570696,-19.8595573,91,"Rua Boaventura, Liberdade, Belo Horizonte",3,300,0.08,0.1,0.02,8,Liberdade
-43.9659819,-19.9437747,65,"Rua Belfort Roxo, Nova Granada, Belo Horizonte",1,240,0.05,0.07,0.07,7,Nova Granada
-43.9823814,-19.8695322,75,"Rua Mantena, Ouro Preto, Belo Horizonte",3,305,0.07,0.06,0.09,8,Ouro Preto
-43.9783482,-19.9812272,90,"Avenida Senador JosÃ© Augusto, Buritis, Belo Horizonte",3,288,0.5,0.36,0.09,7,Buritis
-43.9061113,-19.924877,131,"Rua Malaquito, Paraíso, Belo Horizonte",1,325,0.08,0.12,0.08,3,Paraíso
-43.9979335,-19.8905729,84,"Rua Desembargador JosÃ© Burnier, Castelo, Belo Horizonte",3,320,0.02,0.11,0.02,8,Castelo
-43.9082602,-19.9259415,80,"Avenida Mem de SÃ¡, Santa Efigênia, Belo Horizonte",3,340,0.09,0.03,0.01,3,Santa Efigênia
-43.9754847,-19.9536845,83,"Rua Papoula Vermelha, Havaí, Belo Horizonte",1,320,0.05,0.23,0.09,7,Havaí
-43.978052,-19.9059453,65,"Rua AspÃ¡sia, Caiçara-Adelaide, Belo Horizonte",1,320,0.03,0.05,0.06,5,Caiçara-Adelaide
-43.9191995,-19.9370107,112,"Rua Monte SiÃ£o, Serra, Belo Horizonte",3,350,0.02,0.1,0.06,2,Serra
-43.9354475,-19.8698611,65,"Rua Geralda Miranda, Maria Virgínia, Belo Horizonte",3,330,0.04,0.04,0.04,4,Maria Virgínia
-43.99693345,-19.89585725,100,,3,290,0.19,0.16,0.09,8,Manacás
-43.9673162,-19.9580781,94,"Rua Raimundo Pereira Lima, Estoril, Belo Horizonte",3,339,0.24,0.04,0.07,7,Estoril
-43.9598604,-19.9157855,76,"Rua CorumbÃ¡, Carlos Prates, Belo Horizonte",3,280,0.07,0.13,0.04,5,Carlos Prates
-43.9082602,-19.9259415,90,"Avenida Mem de SÃ¡, Santa Efigênia, Belo Horizonte",3,350,0.09,0.03,0.01,3,Santa Efigênia
-43.9568059,-19.9351771,100,"Rua Almirante Alexandrino, Gutierrez, Belo Horizonte",3,350,0.04,0.06,0.06,7,Gutierrez
-43.9219331,-19.8985208,70,"Rua SÃ£o Roque, Sagrada Família, Belo Horizonte",1,260,0.17,0.11,0.02,3,Sagrada Família
-43.9734618,-19.9160736,69,"Rua Riachuelo, Padre Eustáquio, Belo Horizonte",1,275,0.09,0.03,0.02,5,Padre Eustáquio
-43.9742201,-19.9806664,75,"Avenida Deputado CristÃ³vam Chiaradia, Buritis, Belo Horizonte",3,350,0.11,0.44,0.05,7,Buritis
-43.9777414,-19.9551734,112,"Rua EstrelÃ­tzia, Havaí, Belo Horizonte",1,330,0.03,0.03,0.01,7,Havaí
-43.97447995,-19.941473,71,"R Indiana, Jardim América, Belo Horizonte",1,259,0.14,0.04,0.03,7,Jardim América
-43.9678389,-19.834758,70,"Rua Montese, Santa Branca, Belo Horizonte",3,320,0.12,0.11,0.02,8,Santa Branca
-43.9707012,-19.8274696,75,"Rua Doutor AntÃ´nio GonÃ§alves de Matos, Santa Mônica, Belo Horizonte",3,350,0.02,0.04,0.06,9,Santa Mônica
-43.9299346,-19.8924448,70,"Rua Waldir Leite Pena, Silveira, Belo Horizonte",3,350,0.03,0.06,0.07,4,Silveira
-43.9079401,-19.9210536,75,"Rua Coronel EgÃ­dio BenÃ­cio de Abreu, Paraíso, Belo Horizonte",3,300,0.08,0.02,0.02,3,Paraíso
-43.9236005,-19.9015813,80,"Rua Conselheiro Lafaiete, Sagrada Família, Belo Horizonte",1,330,0.09,0.08,0.02,3,Sagrada Família
-43.920604,-19.9094931,80,"Rua Alabastro, Sagrada Família, Belo Horizonte",1,330,0.07,0.1,0.01,3,Sagrada Família
-43.9149622,-19.8510142,75,"Rua JosÃ© Toledo de Oliveira, São Gabriel, Belo Horizonte",1,268,0.23,0.11,0.1,4,São Gabriel
-43.9801149,-19.8220146,91,"Rua ClÃ©lia, Rio Branco, Belo Horizonte",3,343,0.17,0.14,0.14,9,Rio Branco
-43.9119384,-19.9248509,70,"Rua Lignito, Santa Efigênia, Belo Horizonte",3,270,0.06,0.06,0.02,3,Santa Efigênia
-43.9951946,-19.8890479,86,"Rua CecÃ­lia Fonseca Coutinho, Castelo, Belo Horizonte",1,350,0.16,0.09,0.06,8,Castelo
-43.9792814,-19.9376266,100,"Rua Doutor Orestes Diniz, Nova Suissa, Belo Horizonte",3,290,0.09,0.11,0.02,7,Nova Suissa
-44.0045307,-19.8864021,74,"Rua Maria Pereira de AraÃºjo, Castelo, Belo Horizonte",1,349,0.16,0.1,0.1,8,Castelo
-43.9783482,-19.9812272,65,"Avenida Senador JosÃ© Augusto, Buritis, Belo Horizonte",1,320,0.5,0.36,0.09,7,Buritis
-43.9268112,-19.9064755,90,"Rua Pitangui, Sagrada Família, Belo Horizonte",3,330,0.12,0.02,0.02,3,Sagrada Família
-43.923779,-19.9101475,73,"Rua Campestre, Sagrada Família, Belo Horizonte",3,320,0.09,0.04,0.05,3,Sagrada Família
-43.9891458,-19.957074,65,"Rua BoqueirÃ£o, Betânia, Belo Horizonte",3,292,0.11,0.06,0.06,7,Betânia
-43.9722872,-19.8370842,80,"Avenida Deputado Anuar Menhen, Santa Amélia, Belo Horizonte",3,205,0.03,0.13,0.13,8,Santa Amélia
-43.9400399,-19.8945875,75,"Rua Taquari, Renascença, Belo Horizonte",3,280,0.1,0.02,0.2,4,Renascença
-43.9928617,-19.8764987,96,"Rua Maria Clara Tavares, Castelo, Belo Horizonte",3,330,0.2,0.12,0.12,8,Castelo
-43.9386352,-19.8408,85,"Rua Professor Heitor Noronha, Heliópolis, Belo Horizonte",3,290,0.16,0.22,0.09,6,Heliópolis
-43.9182415,-19.8691541,74,"Rua JosÃ© Carvalho Monteiro, Pirajá, Belo Horizonte",3,230,0.15,0.22,0.16,4,Pirajá
-43.922478,-19.9050235,77,"Rua Diametral, Sagrada Família, Belo Horizonte",1,295,0.13,0.02,0.01,3,Sagrada Família
-43.9755055,-19.9424836,90,"Omega, Jardim América, Belo Horizonte",1,285,0.09,0.05,0.05,7,Jardim América
-43.9513888,-19.9157686,78,"Rua PatrocÃ­nio, Carlos Prates, Belo Horizonte",3,270,0.06,0.08,0.03,5,Carlos Prates
-43.9170833,-19.901021,90,"Rua SÃ£o Marcos, Sagrada Família, Belo Horizonte",1,319,0.05,0.05,0.05,3,Sagrada Família
-43.9982053,-19.8939921,67,"Rua Francisco MagalhÃ£es Gomes, Manacás, Belo Horizonte",1,290,0.02,0.06,0.06,8,Manacás
-43.9797309,-19.839479,77,"Rua dos ExpedicionÃ¡rios, Santa Amélia, Belo Horizonte",3,210,0.13,0.04,0.16,8,Santa Amélia
-43.9179817,-19.9283177,89,"Rua Coronel FulgÃªncio, São Lucas, Belo Horizonte",1,320,0.08,0.03,0.03,2,São Lucas
-44.0132357,-19.8759684,65,"Rua Deputado Augusto GonÃ§alves, Serrano, Belo Horizonte",1,188,0.03,0.13,0.12,8,Serrano
-43.9542947,-19.944154,100,"Rua AnÃ­bal Gontijo, Luxemburgo, Belo Horizonte",1,330,0.1,0.21,0.12,2,Luxemburgo
-43.9750523,-19.9095832,65,"Rua Francisco da Veiga, Caiçara-Adelaide, Belo Horizonte",3,250,0.06,0.06,0.02,5,Caiçara-Adelaide
-43.9683822,-19.9800494,72,"Rua Alessandra Salum Cadar, Buritis, Belo Horizonte",1,350,0.1,0.27,0.28,7,Buritis
-43.9394538,-19.8292586,70,"Rua Alga Vermelha, Jardim Guanabara, Belo Horizonte",3,301,0.22,0.17,0.09,6,Jardim Guanabara
-43.9776342,-19.8073624,90,"Rua EmÃ­dio Furtado, Letícia, Belo Horizonte",1,290,0.15,0.07,0.07,9,Letícia
-43.919827,-19.9095882,80,"Rua Dona Nancy de Vasconcelos Gomes, Sagrada Família, Belo Horizonte",1,350,0.01,0.04,0.08,3,Sagrada Família
-43.9375124,-19.8744296,73,"Rua JosÃ© Cleto, Palmares, Belo Horizonte",1,280,0.17,0.1,0.1,4,Palmares
-43.9943384,-19.8895012,70,"Rua Elson Nunes de Souza, Castelo, Belo Horizonte",1,350,0.08,0.07,0.08,8,Castelo
-43.9898512,-19.9167491,80,"Rua Padre NÃ³brega, Minas Brasil, Belo Horizonte",3,350,0.13,0.03,0.03,5,Minas Brasil
-43.9589112,-19.811046,70,"Rua EphigÃªnia de Castro Belfort, Minascaixa, Belo Horizonte",3,220,0.04,0.05,0.03,9,Minascaixa
-43.9104122,-19.8877305,68,"Rua Centralina, Santa Inês, Belo Horizonte",1,340,0.11,0.09,0.01,3,Santa Inês
-43.962507,-19.96300525,85,,3,220,0.1,0.1,0.18,7,Estoril
-43.9844053,-19.8746374,70,"Rua Desembargador Pedro LicÃ­nio, Ouro Preto, Belo Horizonte",3,310,0.12,0.06,0.06,8,Ouro Preto
-43.9690735,-19.9047766,90,"Rua TietÃª, Caiçaras, Belo Horizonte",1,350,0.17,0.09,0.03,5,Caiçaras
-43.9653881,-19.9623529,70,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",3,250,0.05,0.1,0.12,7,Estoril
-43.9522223,-19.7969357,74,"Rua Professora MÃ­rian Silvestre, Serra Verde, Belo Horizonte",1,185,0.03,0.19,0.02,9,Serra Verde
-43.940145,-19.8285386,75,"Rua Ana Dias Duarte, Jardim Guanabara, Belo Horizonte",3,306,0.15,0.1,0.1,6,Jardim Guanabara
-43.9741423,-19.9488393,68,"Estrada do Cercadinho, Ventosa, Belo Horizonte",1,310,0.02,0.13,0.02,7,Ventosa
-43.9061113,-19.924877,75,"Rua Malaquito, Paraíso, Belo Horizonte",3,350,0.08,0.12,0.08,3,Paraíso
-43.9690355,-19.969514,84,"Rua Ernani Agricola, Buritis, Belo Horizonte",1,320,0.2,0.15,0.19,7,Buritis
-43.9596783,-19.8435215,75,"Avenida Portugal, Itapoã, Belo Horizonte",3,220,0.14,0.17,0.11,8,Itapoã
-43.9145199,-19.9407216,83,"Rua Corinto, Serra, Belo Horizonte",3,300,0.14,0.02,0.05,2,Serra
-43.9754592,-19.9522187,65,"Rua AzalÃ©ia Branca, Havaí, Belo Horizonte",1,259,0.21,0.08,0.08,7,Havaí
-43.9679917,-19.9162382,75,"Rua Frederico Bracher Jr, Carlos Prates, Belo Horizonte",3,280,0.07,0.04,0.03,5,Carlos Prates
-44.0291078,-19.9865852,70,"Rua Maria Elizabet Pessoa, Diamante, Belo Horizonte",3,189,0.2,0.01,0.03,1,Diamante
-44.0136552,-19.8828934,103,"Rua Jornalista Geraldo Resende, SERRANO, Belo Horizonte",3,350,0.15,0.14,0.03,,SERRANO
-43.9648108,-19.9339085,80,"Rua Catete, Barroca, Belo Horizonte",1,330,0.21,0.04,0.13,7,Barroca
-43.9679917,-19.9162382,69,"Rua Frederico Bracher Jr, Carlos Prates, Belo Horizonte",1,240,0.07,0.04,0.03,5,Carlos Prates
-43.9292152,-19.8883766,95,"Avenida Cristiano Machado, Cidade Nova, Belo Horizonte",3,275,0.03,0.1,0.09,4,Cidade Nova
-43.9959143,-19.9316903,88,"Rua AntÃ´nio Guerra, João Pinheiro, Belo Horizonte",1,260,0.11,0.07,0.07,5,João Pinheiro
-43.9983034,-19.8756552,72,"Rua Castelo Ã‰vora, Castelo, Belo Horizonte",1,270,0.15,0.04,0.03,8,Castelo
-43.9748597,-19.9403927,89,"Rua JacarepaguÃ¡, Jardim América, Belo Horizonte",3,300,0.08,0.05,0.08,7,Jardim América
-43.9729392,-19.9794951,70,"Rua Pedro NatalÃ­cio de Morais, Buritis, Belo Horizonte",3,265,0.06,0.31,0.14,7,Buritis
-43.9878085,-19.8764396,66,"Rua Geraldina CÃ¢ndida de Jesus, Ouro Preto, Belo Horizonte",1,350,0.19,0.06,0.11,8,Ouro Preto
-43.9815426,-19.9597338,70,"Rua Julio de Castilho, Cinqüentenário, Belo Horizonte",1,280,0.26,0.05,0.02,7,Cinqüentenário
-43.9062594,-19.8851339,80,"Avenida Contagem, Santa Inês, Belo Horizonte",3,290,0.03,0.05,0.05,3,Santa Inês
-43.9742201,-19.9806664,75,"Avenida Deputado CristÃ³vam Chiaradia, Buritis, Belo Horizonte",1,340,0.11,0.44,0.05,7,Buritis
-43.9916802,-19.9133519,90,"Rua Saude, Padre Eustáquio, Belo Horizonte",1,310,0.08,0.06,0.04,5,Padre Eustáquio
-43.9393239,-19.871893,80,"Rua ClÃ¡udio Gomes de Souza, Palmares, Belo Horizonte",3,340,0.06,0.15,0.11,4,Palmares
-43.9696386,-19.9766938,88,"Rua Doadora Eliane Stancioli, Buritis, Belo Horizonte",3,340,0.11,0.06,0.02,7,Buritis
-43.944988,-19.9485681,100,"Rua Guilherme de Almeida, Santo Antônio, Belo Horizonte",3,320,0.21,0.04,0.05,2,Santo Antônio
-43.9082602,-19.9259415,80,"Avenida Mem de SÃ¡, Santa Efigênia, Belo Horizonte",1,350,0.09,0.03,0.01,3,Santa Efigênia
-43.9354434,-19.912399,65,"Rua Celio de Castro, Colégio Batista, Belo Horizonte",3,325,0.05,0.07,0.07,3,Colégio Batista
-43.968252,-19.9188152,75,"Rua JosÃ© Viola, Calafate, Belo Horizonte",1,169,0.04,0.04,0.04,7,Calafate
-43.9719629,-19.9036613,76,"Rua Cisplatina, Alto Caiçaras, Belo Horizonte",3,290,0.02,0.03,0.02,5,Alto Caiçaras
-43.9680321,-19.9009984,100,"Rua Conselheiro Luiz Barbosa, Caiçaras, Belo Horizonte",3,280,0.1,0.06,0.06,5,Caiçaras
-43.9696143,-19.9256971,102,"Rua Cachoeira do Campo, Calafate, Belo Horizonte",3,330,0.18,0.09,0.03,7,Calafate
-44.0159641,-19.9314227,65,"Rua das Ostras, Santa Maria, Belo Horizonte",1,200,0.16,0.19,0.14,7,Santa Maria
-43.9249114,-19.8870159,85,"Rua Deputado Bernardino de Sena Figueiredo, Cidade Nova, Belo Horizonte",1,330,0.07,0.08,0.07,4,Cidade Nova
-43.9193575,-19.8836006,90,"Rua Andesita, União, Belo Horizonte",1,330,0.02,0.05,0.03,4,União
-43.9764494,-19.9756496,82,"Rua Eli Seabra Filho, Buritis, Belo Horizonte",3,320,0.36,0.04,0.04,7,Buritis
-43.9499439,-19.828758,140,"Rua Beija-Flor, Vila Clóris, Belo Horizonte",1,340,0.17,0.2,0.09,6,Vila Clóris
-43.9359733,-19.9050297,100,"Rua Pitangui, Colégio Batista, Belo Horizonte",1,330,0.13,0.17,0.04,3,Colégio Batista
-43.9110836,-19.9431826,100,"Doutor Alipio Goulart, Marçola, Belo Horizonte",1,340,0.18,0.06,0.04,2,Marçola
-43.9673235,-19.9296522,100,"Rua SelÃªnio, Prado, Belo Horizonte",1,320,0.06,0.11,0.06,7,Prado
-43.9659176,-19.8322334,68,"Rua SÃ£o JoÃ£o da Vereda, Santa Branca, Belo Horizonte",1,235,0.1,0.09,0.1,8,Santa Branca
-43.9981681,-19.8934747,65,"Rua Maestro George Marinuzzi, Manacás, Belo Horizonte",1,350,0.05,0.01,0.01,8,Manacás
-43.9679468,-19.969066,75,"Rua Professora Bartira MourÃ£o, Buritis, Belo Horizonte",3,325,0.09,0.09,0.11,7,Buritis
-43.9829639,-19.8258224,65,"Rua dos BororÃ³s, Santa Mônica, Belo Horizonte",1,250,0.05,0.02,0.02,9,Santa Mônica
-43.9724628,-19.9197968,65,"Rua Dom SilvÃ©rio, Padre Eustáquio, Belo Horizonte",1,340,0.1,0.05,0.09,5,Padre Eustáquio
-43.9441537,-19.9504586,85,"Rua Luiza Carvalho Torres, Santo Antônio, Belo Horizonte",1,230,0.08,0.12,0.09,2,Santo Antônio
-44.002951,-19.8694929,65,"Rua Casablanca, Santa Terezinha, Belo Horizonte",3,259,0.03,0.03,0.04,8,Santa Terezinha
-43.9690355,-19.969514,70,"Rua Ernani Agricola, Buritis, Belo Horizonte",1,340,0.2,0.15,0.19,7,Buritis
-43.9722872,-19.8370842,70,"Avenida Deputado Anuar Menhen, Santa Amélia, Belo Horizonte",1,219,0.03,0.13,0.13,8,Santa Amélia
-43.9823759,-19.8416196,113,"Rua CristÃ³vÃ£o Pinto Ribeiro, Santa Amélia, Belo Horizonte",3,310,0.12,0.12,0.09,8,Santa Amélia
-43.9547148,-19.8819092,66,"Rua Henrique Diniz, Nova Cachoeirinha, Belo Horizonte",3,300,0.16,0.11,0.03,5,Nova Cachoeirinha
-43.9660736,-19.9733441,70,"Rua Henrique Furtado Portugal, Buritis, Belo Horizonte",1,305,0.1,0.02,0.02,7,Buritis
-43.9955902,-19.9312611,84,"Rua EmÃ­lio Riccaldoni, João Pinheiro, Belo Horizonte",3,240,0.06,0.07,0.11,5,João Pinheiro
-43.9338204,-19.890975,82,"Rua Caconde, Nova Floresta, Belo Horizonte",3,298,0.1,0.12,0.06,4,Nova Floresta
-43.9677899,-19.9421889,75,"Rua Peperi, Nova Granada, Belo Horizonte",1,340,0.03,0.09,0.06,7,Nova Granada
-43.9734938,-19.9440018,110,"Rua Lindolfo de Azevedo, Jardim América, Belo Horizonte",3,330,0.15,0.07,0.06,7,Jardim América
-43.9783482,-19.9812272,70,"Avenida Senador JosÃ© Augusto, Buritis, Belo Horizonte",3,330,0.5,0.36,0.09,7,Buritis
-43.9954952,-19.8815612,65,"Rua Castelo de Almada, Castelo, Belo Horizonte",3,340,0.08,0.2,0.1,8,Castelo
-43.9250203,-19.8854075,95,"Rua Professor Lincoln Continentino, Cidade Nova, Belo Horizonte",3,350,0.12,0.1,0.1,4,Cidade Nova
-43.957445,-19.9673736,70,"Rua Cristiano Moreira Sales, Estoril, Belo Horizonte",3,320,0.27,0.2,0.03,7,Estoril
-43.9815426,-19.9597338,69,"Rua JÃºlio de Castilho, Cinqüentenário, Belo Horizonte",3,315,0.26,0.05,0.02,7,Cinqüentenário
-43.9943384,-19.8895012,65,"Rua Elson Nunes de Souza, Castelo, Belo Horizonte",1,300,0.08,0.07,0.08,8,Castelo
-43.9773962,-19.8303797,90,"Rua dos Tumucumaques, Santa Mônica, Belo Horizonte",3,260,0.06,0.01,0.07,9,Santa Mônica
-43.9183681,-19.9056282,90,"Rua SantÃ­ssima Trindade, Sagrada Família, Belo Horizonte",1,320,0.07,0.18,0.03,3,Sagrada Família
-43.9193575,-19.8836006,104,"Rua Andesita, União, Belo Horizonte",1,328,0.02,0.05,0.03,4,União
-43.9650852,-19.9287929,82,"Rua CuiabÃ¡, Prado, Belo Horizonte",3,330,0.07,0.09,0.07,7,Prado
-43.9510428,-19.9413058,100,"Rua PerdigÃ£o Malheiros, Cidade Jardim, Belo Horizonte",1,350,0.16,0.08,0.1,2,Cidade Jardim
-43.9150811,-19.8749743,78,"Rua Maria Ferreira da Silva, Fernão Dias, Belo Horizonte",1,328,0.05,0.03,0.03,4,Fernão Dias
-43.975487,-19.915531,70,"Rua Castigliano, Padre Eustáquio, Belo Horizonte",3,269,0.07,0.05,0.01,5,Padre Eustáquio
-43.9890115,-19.873006,68,"Rua Sena Madureira, Ouro Preto, Belo Horizonte",1,315,0.09,0.08,0.03,8,Ouro Preto
-43.9653881,-19.9623529,75,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",1,260,0.05,0.1,0.12,7,Estoril
-43.9806875,-19.9118673,67,"Rua Vila Rica, Jardim Montanhês, Belo Horizonte",1,235,0.08,0.05,0.04,5,Jardim Montanhês
-43.9489235,-19.8373278,108,"Rua Iracema Souza Pinto, Planalto, Belo Horizonte",3,350,0.1,0.09,0.05,6,Planalto
-43.9191995,-19.9370107,96,"Rua Monte SiÃ£o, Serra, Belo Horizonte",1,320,0.02,0.1,0.06,2,Serra
-43.9895695,-19.8739131,75,"Rua Professor DomÃ­cio Murta, Ouro Preto, Belo Horizonte",1,349,0.07,0.09,0.1,8,Ouro Preto
-43.9963224,-19.8778849,67,"Avenida Miguel Perrela, Castelo, Belo Horizonte",3,257,0.04,0.04,0.04,8,Castelo
-43.9121634,-19.895525,65,"Rua Gustavo da Silveira, Santa Inês, Belo Horizonte",1,220,0.1,0.1,0.1,3,Santa Inês
-43.9751979,-19.8137433,83,"Rua Corretor Juventino de Jesus, Candelária, Belo Horizonte",1,300,0.08,0.16,0.15,9,Candelária
-43.931382,-19.8862491,121,"Rua Dom Cabral, Ipiranga, Belo Horizonte",1,349,0.09,0.07,0.08,4,Ipiranga
-43.9954952,-19.8815612,69,"Rua Castelo de Almada, Castelo, Belo Horizonte",3,350,0.08,0.2,0.1,8,Castelo
-43.9192665,-19.8745958,70,"Avenida Joaquim JosÃ© Diniz, Dom Joaquim, Belo Horizonte",3,330,0.08,0.05,0.07,4,Dom Joaquim
-43.9670766,-19.9603759,85,"Rua MÃ¡rio Coutinho, Estoril, Belo Horizonte",3,350,0.06,0.06,0.13,7,Estoril
-43.9294732,-19.8938159,85,"Rua WÃ¢nia Carvalho Silveira, Silveira, Belo Horizonte",3,345,0.12,0.08,0.06,4,Silveira
-43.9658139,-19.9690223,65,"Rua VitÃ³rio Magnavacca, Buritis, Belo Horizonte",3,289,0.11,0.06,0.04,7,Buritis
-43.9646567,-19.9390584,114,"Rua Barbosa de Resende, Grajaú, Belo Horizonte",1,350,0.02,0.07,0.06,7,Grajaú
-43.9815426,-19.9597338,82,"Rua JÃºlio de Castilho, Cinqüentenário, Belo Horizonte",1,280,0.26,0.05,0.02,7,Cinqüentenário
-43.9815426,-19.9597338,70,"Rua JÃºlio de Castilho, Cinqüentenário, Belo Horizonte",1,317,0.26,0.05,0.02,7,Cinqüentenário
-43.9297746,-19.9023264,70,"Rua Silveira, Graça, Belo Horizonte",3,340,0.19,0.12,0.06,4,Graça
-43.9732616,-19.970746,119,"Rua Maria Heilbuth Surette, Buritis, Belo Horizonte",1,335,0.12,0.08,0.06,7,Buritis
