coord_x,coord_y,size,address,price,type,farmac_dist,mercado_dist,restaurante_dist,regiao_id,bairro
-50.1345116,-18.8490578,0,"AVENIDA SEBASTIÃO RIBEIRO FRANCO,N. 160 BAIRRO BRASIL, SANTA VITÓRIA, SANTA VITORIA",104,3,649.76,649.73,649.75,6,
-43.9984647,-19.8968066,0,"RUA RAUL SEIXAS,N. 499, MANACAS, BELO HORIZONTE",179,1,0.07,0.13,0.12,8,Manacás
-43.96405015,-19.9027163,180.02,"Rua 05 Cs-04, VILA BONSUCESSO, SENADOR CANEDO",55,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA WASHINGTON LUIZ,N. 515, CENTRO, IPIACU",85,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA MANACA,N. 622 SETOR 32, RECANTO VERDE, TIMOTEO",43,3,0.09,0.09,0.11,5,Caiçaras
-44.1331048,-19.9965152,0,"DONA FLORIPES FONSECA SILVA JARDIM NAZARENO, BETIM",41,4,7.68,7.69,7.71,6,
-43.96405015,-19.9027163,99.01,"RUA POUSO ALTO,N. 295 CS 04, MARIMBA, BETIM",104,3,0.09,0.09,0.11,5,Caiçaras
-44.7137527,-17.6292469,0,"RUA TRINTA E CINCO,N. 737 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",57,3,250.62,250.58,250.58,6,
-43.96405015,-19.9027163,92.32,"RUA 49,N. 251 BAIRRO CIDADE NOVA, SANTANA DO PARAÍSO, SANTANA DO PARAISO",124,1,0.09,0.09,0.11,5,Caiçaras
-44.2755866,-19.921258,0,"RUA UBERABA,N. 331, MARIMBA, BETIM",211,3,23.1,23.05,23.08,6,
-44.0016274,-19.9312454,100.1,"RUA CRUZ ALTA,N. 750, JOAO PINHEIRO, BELO HORIZONTE",249,1,0.07,0.07,0.08,5,Alto dos Pinheiros
-43.96405015,-19.9027163,117,"PRAÇA SÃO GERALDO,N. 23, CENTRO, SOBRALIA",228,3,0.09,0.09,0.11,5,Caiçaras
-43.9717219,-19.8152769,82.21,"RUA ENGENHEIRO JOSE GUIMARAES,N. 58, SANTA MONICA, BELO HORIZONTE",169,3,0.05,0.05,0.05,9,Santa Mônica
-43.968237,-19.8160539,115.43,"RUA ERICO VERISSIMO,N. 605, SAO JOAO BATISTA (VENDA NOVA), BELO HORIZONTE",310,1,0.11,0.01,0.01,9,São João Batista
-43.96405015,-19.9027163,0,"AVENIDA BELO HORIZONTE,N. 3435 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",67,3,0.09,0.09,0.11,5,Caiçaras
-44.0906873,-19.7718566,145.32,"RUA MARIA DA CONCEIÇÃO FERREIRA,N. 305, SAO PEDRO, RIBEIRAO DAS NEVES",236,3,9.93,9.85,9.85,6,
-43.96405015,-19.9027163,3533,"FAZENDA SAGRADO CORAÇÃO DE JESUS S/Nº, CENTRO, VARGINHA",212,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA VALDINEY FAGUNDES,N. 33 BAIRRO GASPAR, BARRA, MURIAE",47,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA I,N. 65 BAIRRO JARDIM AMÉRICA, VARZEA DA PALMA, VARZEA DA PALMA",75,3,0.09,0.09,0.11,5,Caiçaras
-44.0672148,-19.9647052,0,"RUA HUM,N. 100, RIACHO DAS PEDRAS, CONTAGEM",82,1,1.38,1.14,1.14,6,
-43.96405015,-19.9027163,111.8,"RUA ALFREDO RIBEIRO FRANCO,N. 236, CENTRO, GURINHATA",32,3,0.09,0.09,0.11,5,Caiçaras
-44.8924863,-19.6869498,0,"AVENIDA GUSTAVO CAPANEMA,N. 89, CENTRO, PITANGUI",325,1,92.64,92.57,92.6,6,
-45.8260839,-21.1076214,175.84,"RUA ANTONIO MARQUES DO NASCIMENTO,N. 101, CENTRO, CAMPO DO MEIO",501,3,222.1,221.96,222.03,6,
-43.96405015,-19.9027163,0,"RUA DOIS,N. 380 BAIRRO JARDINS I, JAÍBA, JAIBA",40,3,0.09,0.09,0.11,5,Caiçaras
-43.1792956,-19.8111971,161.83,"RUA PROGRESSO,N. 57, ALVORADA, JOAO MONLEVADE",360,1,72.16,72.18,72.01,6,
-43.96405015,-19.9027163,62.2,"Rua Cesosteles de Melo, JD. VALE DO SOL, URUANA",31,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,69.96,"RUA ANTONIO OSVALDO,N. 250 CENTRO, TRES CORACOES",45,3,0.09,0.09,0.11,5,Caiçaras
-44.0042889,-19.935698,0,"RUA DO GARIMPO,N. 155, JARDINOPOLIS, BELO HORIZONTE",114,1,0.07,0.01,0.03,7,Oeste
-43.96405015,-19.9027163,61.5,"RUA CONTORNO MARTA ALVES ROSA,N. 18 BAIRRO PERNAMBUCO, FLORESTAL, FLORESTAL",54,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,99.54,"Rua 45 Cs-02, CARDOSO CONTINUACAO, APARECIDA DE GOIANIA",110,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,81.38,"RUA ACHILES DO PINHO ANGELO,N. 275, AMORAS, BETIM",146,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,43.1,"RODOVIA MGT 262 (MG-05),N. 1262, NACOES UNIDAS, SABARA",67,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"AVENIDA MARIANA ALVES CAPANEMA,N. 4 BAIRRO PADRE CICERO, IPIAÇU, IPIACU",69,3,0.09,0.09,0.11,5,Caiçaras
-44.9124655,-20.9405465,0,"RUA BENEDITO GODINHO,N. S/N ENTRE MAROLINA CAMELO E JOSE SILVEIR, CENTRO, SANTA MARIA DO SUACUI",50,4,136.85,136.91,136.86,6,
-43.96405015,-19.9027163,0,"RUA PEDRO JOÃO JOSÉ,N. 110, 200 BAIRRO FAZENDA DO MOTA, BETIM, BETIM",89,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA VICENTE XAVIER DE REZENDE,N. 15 CS 02, BAIRRO SANTO ANTONIO, BORDA DA MATA, BORDA DA MATA",183,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA MANGABEIRAS,N. 184 CS 02, BAIRRO FLORESTA ENCANTADA, ESMERALDAS, ESMERALDAS",128,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,109.37,"RUA BLENDA,N. 251 RUA ZIRCÔNIO 510, CAMARGOS, BELO HORIZONTE",229,1,0.09,0.09,0.11,5,Caiçaras
-44.1403796,-19.8780434,91.2,"RUA N,N. 115 CASA 03-BAIRRO FLORESTA ENCANTADA, CENTRO, ESMERALDAS",64,3,12.32,12.38,12.32,6,
-42.6178049,-19.4972668,90,"RUA VINTE,N. 125 BAIRRO SYLVIO PEREIRA, CORONEL FABRICIANO, CORONEL FABRICIANO",68,3,136.31,136.19,136.09,6,
-43.96405015,-19.9027163,554.5,"RUA DEZ,N. 491 Nº 491A, Nº 521, BAIRRO ISAAC LUIZ, CAPINOPOLIS, CAPINOPOLIS",180,4,0.09,0.09,0.11,5,Caiçaras
-44.1973999,-19.9444105,65.6,"AVENIDA JOSE INACIO FILHO,N. 1001, SENHORA DAS GRACAS, BETIM",161,1,14.53,14.49,14.51,6,
-44.4024706,-20.0104601,323.33,"RUA CINQUENTA E SEIS,N. 155 BAIRRO PARAÍSO, MATEUS LEME, MATEUS LEME",140,3,35.74,35.75,35.77,6,
-43.96405015,-19.9027163,87.25,"RUA FRANCISCO DOS REIS GOULART,N. 1222 BAIRRO NOVO HORIZONTE, SANTA VITÓRIA, SANTA VITORIA",117,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"AVENIDA CARLYLE GUIMARÃES CARDOSO,N. 277-B BAIRRO SANTO ANTÔNIO, ALMENARA, ALMENARA",51,3,0.09,0.09,0.11,5,Caiçaras
-41.9699028,-18.909691,0,"RUA QUATRO,N. 517, CIDADE JARDIM, GOVERNADOR VALADARES",92,1,224.09,223.94,223.82,6,
-43.96405015,-19.9027163,0,"RUA SANTA BARBARA,N. 283 CS 02, BAIRRO SANTA CECILIA, ESMERALDAS, ESMERALDAS",151,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,115.27,"CASA 04 Rua 126 14, VILA NOVA CAMPO GRANDE, CAMPO GRANDE",97,3,0.09,0.09,0.11,5,Caiçaras
-44.0996444,-19.9327809,68.54,"RUA TAYLANDIA,N. 195, GRANJA VERDE, BETIM",146,1,6.2,6.01,6,6,
-43.96405015,-19.9027163,0,"RUA NOVE (RUA CEDRO),N. 126 BAIRRO RECANTO VERDE, CENTRO, IBIRITE",295,3,0.09,0.09,0.11,5,Caiçaras
-41.9936968,-18.8893348,0,"RUA ANTONIO FROES,N. 167, TIRADENTES, GOVERNADOR VALADARES",107,3,222.92,222.78,222.65,6,
-48.3191112,-18.9584522,121.73,"ALAMEDA JARDIM HOLANDA,N. 550 CASA 55, JARDIM HOLANDA, UBERLANDIA",66,3,460.86,460.82,460.84,6,
-44.1719593,-19.9227493,199,"RUA TORPEDO,N. 306 CASA 08, ITACOLOMI, BETIM",204,3,12.89,12.79,12.81,6,
-44.9059476,-20.1501449,0,"RUA ÉRICO VERÍSSIMO,N. 416, SANTA LUZIA, DIVINOPOLIS",294,1,90.27,90.27,90.29,6,
-43.96405015,-19.9027163,116,"RUA EDWARDES BATISTA DA SILVA,N. 190 BAIRRO JARDIM DAS PALMEIRAS, CARMO DO PARANAIBA, CARMO DO PARANAIBA",136,3,0.09,0.09,0.11,5,Caiçaras
-46.59995165,-20.72456055,0,"RUA DOS BARIRIS,N. 246 LOTEAMENTO NOVO HORIZONTE, PASSOS, PASSOS",268,3,277.55,277.56,277.58,6,
-43.9246775,-19.7796124,36.59,"RUA ANTONIO LOURENCO DE OLIVEIRA,N. 68, CONJUNTO CRISTINA (SAO BENEDITO), SANTA LUZIA",140,3,2.06,2.1,2.05,6,
-43.4435102,-21.6935862,0,"RUA MARTINS BARBOSA,N. 1005, BENFICA, JUIZ DE FORA",68,1,194.15,194.14,194.19,6,
-43.96405015,-19.9027163,0,"RUA CUSTÓDIO MATIAS FILHO,N. 203 CASA 04, CONGONHAS, PATROCINIO",114,3,0.09,0.09,0.11,5,Caiçaras
-44.0457851,-19.9689409,60.57,"RUA SETE,N. 201, PARQUE DAS MANGUEIRAS, CONTAGEM",67,1,0.56,0.56,0.59,6,
-43.96405015,-19.9027163,67.69,"ESCADA SEBASTIÃO SIMIÃO DA SILVA,N. S/Nº CASA 2 BAIRRO BRASILINHA, PIRAPETINGA, PIRAPETINGA",26,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,65.11,"Qd-18 Ch-01 (Rem. Ch-14 e 15 da) Cs-02, CH. ANHANGUERA GL.A, VALPARAISO DE GOIAS",54,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,54.2,"RUA EZAU BONFIM,N. 1971 BAIRRO NOSSA SENHORA APARECIDA, JACINTO, JACINTO",18,3,0.09,0.09,0.11,5,Caiçaras
-43.3524635,-19.70541705,0,"RUA JOAQUIM LUCIO,N. S/N POVOADO DE SAO JOSE, BUGRE, BUGRE",41,4,55.88,55.77,55.68,6,
-43.96405015,-19.9027163,0,"RUA FLOR DE JUPTER,N. 137 CS 01, BAIRRO JARDIM DAS ALTEROSAS, JARDIM DAS ALTEROSAS, BETIM",170,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA MINAS GERAIS,N. 958 BAIRRO JUIZ DE FORA, DORES DO INDAIA, DORES DO INDAIA",88,3,0.09,0.09,0.11,5,Caiçaras
-45.2493438,-21.6878285,0,"RUA QUATRO,N. 64, TRÊS CORAÇÕES, TRES CORACOES",64,3,223.45,223.53,223.47,6,
-45.9108397,-22.2138033,0,"RUA VARESE,N. 65, COLONIA FRANCISCO SALES, POUSO ALEGRE, POUSO ALEGRE",144,1,311.18,311.24,311.2,6,
-43.9878714,-19.8294471,0,"RUA PEDRINOPOLIS,N. 348, JARDIM LEBLON, BELO HORIZONTE",146,1,0.04,0.08,0.03,9,Jardim Leblon
-43.96405015,-19.9027163,0,"RUA WICILON VELOSO,N. 299 TÉRREO APARECIDA DO NORTE, CORONEL FABRICIANO",126,1,0.09,0.09,0.11,5,Caiçaras
-44.4402844,-20.1978104,51.05,"RUA SÃO PAULO,N. 152 BAIRRO SÃO FRANCISCO, ITATIAIUÇU, ITATIAIUCU",40,1,46.22,46.11,46.17,6,
-47.0050869,-18.9333511,69.26,"RUA MIGUEL MARQUES,N. 1304 BAIRRO SANTA TEREZINHA, PATROCÍNIO, PATROCINIO",82,3,329.34,329.35,329.33,6,
-42.630416,-19.4877396,0,"RUA BRAUNAS SURINAN, CORONEL FABRICIANO",74,4,135.34,135.22,135.12,6,
-42.7120341,-17.2886501,0,"RUA IMBIRUÇU,N. 499 BAIRRO NOVA TURMALINA, TURMALINA, TURMALINA",81,3,306.15,305.39,305.45,6,
-49.9466772,-18.6939449,0,"AVENIDA MILTOM CAMPOS,N. 793, CENTRO, IPIACU",75,3,634.32,634.28,634.31,6,
-43.98869735,-19.9017923,69.01,"Rua A/03 Cs-01, B. DAS INDUSTRIAS, SENADOR CANEDO",63,3,0.09,0.02,0.02,8,Jardim Alvorada
-43.96405015,-19.9027163,0,"AVENIDA ANA MARIA DE JESUS,N. 1517 BAIRRO ANTONIO DUARTE, PERDIGÃO, PERDIGAO",73,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,90.26,"AVENIDA EDMUNDO PEREIRA DANTAS,N. 1051 (BAIRRO CAXAMBU VELHO), CAXAMBU, CAXAMBU",164,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,65.87,"RUA ESPANHA,N. 49 BAIRRO BABILÔNIA, BOM DESPACHO, BOM DESPACHO",55,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,70.65,"RUA JOVELINA CANDIDA DE QUEIROZ,N. 72 CS 01, BAIRRO CANARINHO, IGARAPÉ, IGARAPE",147,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"AVENIDA BELO HORIZONTE,N. 3471 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",65,3,0.09,0.09,0.11,5,Caiçaras
-44.0996444,-19.9327809,60.02,"RUA TAYLANDIA,N. 195, GRANJA VERDE, BETIM",140,1,6.2,6.01,6,6,
-43.9732507,-19.8196427,0,"RUA OLAVO BILAC,N. 783 CASA 01, SANTA MONICA, BELO HORIZONTE",275,3,0.04,0.03,0.03,9,Santa Mônica
-43.96405015,-19.9027163,0,"AVENIDA ANTONIO POLASTRI,N. 420 BAIRRO VILA NATIVIDADE, AIMORES, AIMORES",54,3,0.09,0.09,0.11,5,Caiçaras
-43.8929387,-19.8400679,0,"RUA ANTONIO MARIANO DE ABREU,N. 810, RIBEIRO DE ABREU, BELO HORIZONTE",117,1,0.17,0.16,0.08,4,Paulo VI
-43.96405015,-19.9027163,0,"RUA ENGENHEIRO ALFREDO CASTILHO,N. 40 COBERTURA FLORAMAR, BELO HORIZONTE",174,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,45.22,"VINTE E UM,N. 27, ARVOREDO 2A SECAO, CONTAGEM",135,1,0.09,0.09,0.11,5,Caiçaras
-44.6180036,-19.8286683,0,"RUA RESPLENDOR,N. 321, CALIFORNIA, PARA DE MINAS",48,1,60.4,60.35,60.37,6,
-43.96405015,-19.9027163,56,"RUA DEZ,N. 145 BAIRRO BELA SUIÇA, ARAGUARI, ARAGUARI",42,3,0.09,0.09,0.11,5,Caiçaras
-43.4771117,-19.9408682,177.78,"RUA SÃO JOÃO DEL REY,N. 141 BAIRRO VILA REGINA, BARÃO DE COCAIS, BARAO DE COCAIS",440,3,41.71,41.33,41.33,6,
-43.8759773,-19.6590848,0,"RUA OITO BAIRRO VILLAGE DO GRAMADO, LAGOA SANTA, LAGOA SANTA",117,4,16.33,15.69,15.76,6,
-44.0324275,-19.9859139,80.22,"RUA MADRE PAULINA,N. 210, DIAMANTE (BARREIRO), BELO HORIZONTE",171,1,0.19,0.13,0.09,1,Diamante
-43.3040409,-15.8019489,223.7,"RUA VIRGÍLIO MELO FRANCO,N. 581, CENTRO, JANAUBA",95,3,446.31,445.81,445.87,6,
-43.96405015,-19.9027163,0,"FAZENDA COLORADO MARGEM DIREITA DO CORREGO SOBRADO, MONTE ALEGRE MINAS, MONTE ALEGRE DE MINAS",666,3,0.09,0.09,0.11,5,Caiçaras
-49.9407645,-18.6940521,0,"RUA OMAR DINIZ,N. 468, CENTRO, IPIACU",82,3,633.71,633.68,633.7,6,
-43.96405015,-19.9027163,90,"RUA VINTE E SEIS (RUA IBIRITE),N. 144 CS 05, BAIRRO SÃO PEDRO, ESMERALDAS, ESMERALDAS",49,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA NEBLINA,N. 459 BAIRRO PHILADELFIA, MANTENA, MANTENA",25,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,59.81,"Rua 35, JARDIM AMERICA IV, AGUAS LINDAS DE GOIAS",71,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA JOÃO JORGE,N. 501-A, BAIRRO JARDIM ITÁLIA, VARZEA DA PALMA, VARZEA DA PALMA",92,3,0.09,0.09,0.11,5,Caiçaras
-44.1267018,-19.9218514,98.9,"RUA TRÊS,N. 168, TROPICAL, CONTAGEM",308,3,9.03,8.87,8.87,6,
-43.96405015,-19.9027163,0,"RUA CHICO BOM,N. 26, CENTRO, BUGRE",55,4,0.09,0.09,0.11,5,Caiçaras
-44.0803005,-19.8948297,119.62,"RUA SANTO LENHO,N. 705, ALVORADA, CONTAGEM",212,1,5.79,5.87,5.79,6,
-43.96405015,-19.9027163,294.1,"PRAÇA SANTA RITA,N. 99 (atual 111), CENTRO, SANTA RITA DO SAPUCAI",589,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA DOS OIRICURUS BAIRRO RECANTO DO POETA, LAGOA SANTA, LAGOA SANTA",409,4,0.09,0.09,0.11,5,Caiçaras
-48.2861092,-18.9369509,140.17,"RUA SAPUCAI,N. 159, COPACABANA, UBERLANDIA",228,1,458.13,458.08,458.1,6,
-45.065464,-16.6287291,287.96,"RUA DO REISÃO,N. 864, CENTRO, PONTO CHIQUE",107,2,367.48,367.45,367.45,6,
-44.0289626,-19.9847928,58.24,"RUA MARIA ELIZABET PESSOA,N. 200, DIAMANTE, BELO HORIZONTE",68,1,0.2,0.05,0.05,1,Diamante
-44.7109929,-17.6303282,0,"RUA TRINTA E SETE,N. 201 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",60,3,250.41,250.38,250.38,6,
-43.96405015,-19.9027163,0,"RUA TRINTA E SEIS,N. 829 BAIRRO PEDRAS GRANDES, PINLAR, VARZEA DA PALMA",60,3,0.09,0.09,0.11,5,Caiçaras
-44.1484135,-19.8176862,48.21,"RUA DEZOITO,N. 175 CASA 06 BAIRRO SÃO PEDRO, ESMERALDAS, ESMERALDAS",34,3,13.95,13.92,13.89,6,
-43.96405015,-19.9027163,98.7,"RUA ITAJUBÁ,N. 80 BAIRRO CONJUNTO OVÍDIO GUERRA, LAGOA SANTA, LAGOA SANTA",178,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA MANGABEIRAS,N. 40 CS 03, BAIRRO FLORESTA ENCANTADA, ESMERALDAS, ESMERALDAS",106,3,0.09,0.09,0.11,5,Caiçaras
-44.0088864,-19.8182221,31.81,"PIO XII,N. 55 CASA 22, NOSSA SENHORA DE FATIMA, RIBEIRAO DAS NEVES",46,3,0.37,0.3,0.3,6,
-48.2709918,-18.9708243,0,"RUA ORIDES FERREIRA,N. 370, SHOPPING PARK, UBERLANDIA",48,1,455.61,455.57,455.59,6,
-44.2800443,-20.059581,0,"RUA OURO,N. 327, SÃO JOAQUIM DE BICAS, SAO JOAQUIM DE BICAS",131,1,24.52,24.53,24.55,6,
-43.8929387,-19.8400679,0,"RUA ANTONIO MARIANO DE ABREU,N. 810, CONJUNTO PAULO VI, BELO HORIZONTE",101,1,0.17,0.16,0.08,4,Paulo VI
-41.9068187,-20.652458,92.16,"RUA PIO XII,N. 216, ESPERA FELIZ, ESPERA FELIZ",71,1,221.03,220.66,220.62,6,
-2.85130035,48.6525897,0,"RUA MARIO RACHE,N. S/N ST 10, PIONEIROS, OURO BRANCO",180,4,8607.95,8607.87,8608.14,6,
-47.0107627,-18.9214909,0,"RUA MARIA FRANÇA DE ARAUJO,N. 89 BAIRRO CONGONHAS, PATROCÍNIO, PATROCINIO",75,3,330.32,330.33,330.3,6,
-44.0335827,-19.5719806,0,"RUA JOAQUIM TOMAZ,N. 193, BAIRRO IPANEMA, PEDRO LEOPOLDO, PEDRO LEOPOLDO",47,1,24.04,24,24.07,6,
-43.96405015,-19.9027163,87.21,"RUA JOAO LEMES,N. 439, ACAIACA, BELO HORIZONTE",175,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA 1-A,N. 517 BAIRRO ALTAMIRA, CANÁPOLIS, CANAPOLIS",78,3,0.09,0.09,0.11,5,Caiçaras
-44.6053409,-19.8570647,0,"RUA CRISANDALIA,N. 106, JARDIM CASTELO BRANCO, PARA DE MINAS",525,3,58.33,58.28,58.31,6,
-43.96405015,-19.9027163,65,"RUA ÂNGELO VICENTINI,N. 555 BAIRRO EURÍPEDES BARSANULFO, SACRAMENTO, SACRAMENTO",41,3,0.09,0.09,0.11,5,Caiçaras
-44.24766965,-19.45653475,0,"AVENIDA PREFEITO ALBERTO MOURA,N. 1359, BAIRRO MORRO VERMELHO, SETE LAGOAS, SETE LAGOAS",129,1,45.42,45.37,45.37,6,
-43.96405015,-19.9027163,0,"RUA TRES,N. 182 BAIRRO MANGUEIRAS, SÃO JOÃO EVANGELISTA, SAO JOAO EVANGELISTA",82,3,0.09,0.09,0.11,5,Caiçaras
-41.9699028,-18.909691,0,"RUA QUATRO,N. 517, CIDADE JARDIM, GOVERNADOR VALADARES",75,1,224.09,223.94,223.82,6,
-43.96405015,-19.9027163,339.9,"RUA UM, CENTRO, BUGRE",67,4,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,52.5,"Rua V, GIRASSOL RESIDENCIAL, COCALZINHO DE GOIAS",30,3,0.09,0.09,0.11,5,Caiçaras
-44.0367076,-19.6072016,0,"RUA AGENOR TEIXEIRA,N. 425, BAIRRO CAMPINHO, PEDRO LEOPOLDO, PEDRO LEOPOLDO",97,1,20.36,20.3,20.33,6,
-43.96405015,-19.9027163,69.68,"RUA MARIA ANTONIETA MORAIS MIRANDA,N. 393 BAIRRO JOÃO MIRANDA, GUANHÃES, GUANHAES",30,3,0.09,0.09,0.11,5,Caiçaras
-42.1228307,-19.5495524,0,"RUA OSVALDO SILVA ARAUJO,N. 136 CENTRO, INHAPIM",400,4,185.66,185.6,185.53,6,
-43.8112495,-20.2621706,0,"RUA ANTUREO,N. 300, CENTRO, ITABIRITO",128,3,33.46,33.31,33.11,6,
-43.96405015,-19.9027163,66.95,"RUA MARIA DO HORTON,N. 5 CASA TÉRREO, BAIRRO CANTINHO DO CÉU, MUTUM, MUTUM",19,3,0.09,0.09,0.11,5,Caiçaras
-43.9237692,-19.6158281,0,"LOTE 13 LOTEAMENTO MIRANTE DO FIDALGO, LAGOA SANTA, LAGOA SANTA",284,4,19.26,18.62,18.67,6,
-41.8994485,-18.8362747,54.33,"RUA ALTAMIRO COLOMBO RIBEIRO,N. 517 (BAIRRO FLORESTA), GOVERNADOR VALADARES, GOVERNADOR VALADARES",32,1,234.45,234.31,234.18,6,
-44.1213636,-19.9413874,60.06,"AVENIDA INDEPENDENCIA,N. 400, SAO CRISTOVAO, BETIM",127,1,7.27,7.14,7.16,6,
-43.96405015,-19.9027163,76.01,"AVENIDA JOSE BONIFACIO,N. 360 EDIFÍCIO 9, SAO CRISTOVAO, BELO HORIZONTE",70,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA ROBERTO QUIRINO DE SOUZA,N. 267 BAIRRO MORUMBI, SANTA VITÓRIA, SANTA VITORIA",66,3,0.09,0.09,0.11,5,Caiçaras
-44.7148315,-17.6275096,0,"RUA TRINTA E CINCO,N. 520, VARZEA DA PALMA, VARZEA DA PALMA",68,3,250.83,250.8,250.8,6,
-43.4248058,-21.7142313,0,"RUA PROFESSOR MAURICIO MACEDO,N. 100, SANTA ISABEL, JUIZ DE FORA",60,1,196.93,196.92,196.97,6,
-43.96405015,-19.9027163,0,"RUA MARIA ALTAMIRA BARBOSA DO NASCIMENTO,N. 40, CENTRO, SAO JOAO EVANGELISTA",98,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,70.87,"BELOZZI,N. 84 SUBSOLO, PARQUE INDEPENDENCIA III, JUIZ DE FORA",127,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,72.52,"VIA QUATORZE,N. 495 CASA (R.THEREZINHA RAMOS)B.JD INDUSTRIAL, LAGOA SANTA, LAGOA SANTA",137,3,0.09,0.09,0.11,5,Caiçaras
-46.5100986,-18.5875554,49.02,"RUA MAJOR GERONIMO,N. 257 SALA 5, CENTRO, PATOS DE MINAS",56,2,296.2,296.1,296.1,6,
-45.458129,-21.5343736,0,"RUA PADRE ROMILDO DA SILVA,N. 166, PARK RINALDO, VARGINHA",56,3,223.6,223.68,223.61,6,
-41.99151,-18.887779,63.25,"JOSE TAVARES PEREIRA,N. 240, CARAVELAS, GOVERNADOR VALADARES",90,3,223.2,223.06,222.93,6,
-43.96405015,-19.9027163,121.3,"RUA 02,N. 424 B, GRANJA VERDE, BETIM",66,3,0.09,0.09,0.11,5,Caiçaras
-48.306972,-18.9002812,151,"RUA REALINO FRANCISCO DA COSTA,N. 117, JARDIM BRASILIA, UBERLANDIA",145,3,461.33,461.28,461.3,6,
-43.96405015,-19.9027163,0,"TRAVESSA BIZINOTO,N. 71 BAIRRO FLORENCIO, CAPINOPOLIS, CAPINOPOLIS",64,3,0.09,0.09,0.11,5,Caiçaras
-44.1963672,-19.9466796,56.05,"RUA ALCIDES INACIO DA SILVA,N. 667, INGA, BETIM",64,1,14.37,14.33,14.35,6,
-43.96405015,-19.9027163,0,"AVENIDA BLENDA (RUA ZIRCÔNIO 510),N. 251, APTO DE COBERTURA, CAMARGOS, BELO HORIZONTE",222,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,40.82,"RUA C (ATUAL RUA JOSE BRASILEIRO DOS SANTOS,N. 297 BAIRRO RESIDENCIAL SANTA CRUZ, CENTRO, DORES DO INDAIA",55,3,0.09,0.09,0.11,5,Caiçaras
-44.2647599,-21.1263064,0,"RUA NOSSA SENHORA DE BELEM,N. 72, SENHOR DOS MONTES, SAO JOAO DEL REI",66,3,124.07,124.14,124.1,6,
-44.60809,-19.8395415,46.56,"RUA ALFREDO LEITE,N. 425, SAO CRISTOVAO, PARA DE MINAS",35,1,59.08,59.03,59.06,6,
-43.96405015,-19.9027163,50.84,"RUA ILMA DUARTE,N. 355 TR 13, NOVA SERRANA, NOVA SERRANA",86,3,0.09,0.09,0.11,5,Caiçaras
-43.9514316,-19.8598222,0,"RUA ANTONIO PAULINO DE CASTRO,N. 104, LIBERDADE, BELO HORIZONTE",493,1,0.09,0.1,0.08,8,Jaraguá
