coord_x,coord_y,size,address,price,type,farmac_dist,mercado_dist,restaurante_dist,regiao_id,bairro
-49.4904609,-18.9767192,51.48,"RUA NADIM DERZE,N. 704, LAGOA AZUL, ITUIUTABA",22,3,580.46,580.43,580.45,6,
-43.96405015,-19.9027163,0,"RUA HELIO TADEU DOS SANTOS,N. 85 BAIRRO FAZENDA BOM JESUS, ARAXÁ, ARAXA",63,3,0.09,0.09,0.11,5,Caiçaras
-49.2956822,-16.7840803,148.46,"Rua dos Faisoes, MORADA DOS PASSAROS, APARECIDA DE GOIANIA",95,3,651.8,651.83,651.83,6,
-41.909006,-18.8380952,0,"RUA VINTE E DOIS,N. 192, SANTOS DUMONT I, GOVERNADOR VALADARES",94,1,233.46,233.32,233.2,6,
-43.96405015,-19.9027163,0,"RUA D,N. 32 LOTEAMENTO CHÁCARA PARK, LIMA DUARTE, LIMA DUARTE",94,4,0.09,0.09,0.11,5,Caiçaras
-43.9794702,-19.9824817,0,"AVENIDA SENADOR JOSE AUGUSTO,N. 80, BURITIS, BELO HORIZONTE",255,1,0.56,0.44,0.1,7,Buritis
-43.96405015,-19.9027163,0,"RUA MANGABEIRAS,N. 40 CS 03, BAIRRO FLORESTA ENCANTADA, ESMERALDAS, ESMERALDAS",94,3,0.09,0.09,0.11,5,Caiçaras
-49.9463606,-18.6945148,99.87,"RUA MARECHAL DUTRA,N. 308, CENTRO, IPIACU",31,3,634.27,634.24,634.26,6,
-43.96405015,-19.9027163,219.89,"RUA DOIS (ATUAL EPAMINONDAS REIS LIMA),N. 37 2º e 3º PAV. BAIRRO ANTÔNIO MARANHÃO, UBÁ, UBA",122,1,0.09,0.09,0.11,5,Caiçaras
-48.2995161,-15.9499014,62.25,"Rua 01, JARDIM ANA BEATRIZ I, SANTO ANTONIO DO DESCOBERTO",40,3,623.56,623.51,623.51,6,
-43.96405015,-19.9027163,315,"RUA JOAQUIM LUCIO,N. 224 BAIRRO SÃO JOSE MUNICÍPIO DE BRUGRE, BUGRE, BUGRE",39,4,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA JOÃO JORGE,N. 501-A, BAIRRO JARDIM ITÁLIA, VARZEA DA PALMA, VARZEA DA PALMA",93,3,0.09,0.09,0.11,5,Caiçaras
-46.9833105,-18.9625469,215.57,"ALAMEDA DOS COLIBRIS,N. 904, MORADA NOVA, PATROCINIO",332,3,326.53,326.45,326.48,6,
-44.7109929,-17.6303282,0,"RUA TRINTA E SETE,N. 201 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",56,3,250.41,250.38,250.38,6,
-44.0457851,-19.9689409,66.93,"RUA VIA ARTERIAL,N. 615, PARQUE DAS MANGUEIRAS, CONTAGEM",145,1,0.56,0.56,0.59,6,
-43.96405015,-19.9027163,50,"RUA MONTE HERMON,N. 13 (nº 13) B.BOA ESPERANÇA II, SOBRÁLIA, SOBRALIA",18,3,0.09,0.09,0.11,5,Caiçaras
-44.9394917,-20.1967302,0,"RUA ANGICO,N. 694, JARDINOPOLIS, DIVINOPOLIS",44,3,94.88,94.89,94.91,6,
-43.96405015,-19.9027163,139.3,"AVENIDA ÂNGELO REZENDE GUIMARÃES,N. 214 BAIRRO PADRE CÍCERO, IPIAÇU, IPIACU",26,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA SÃO JOÃO DEL REI ZONA 33 (131), DOM PEDRO II, DIVINOPOLIS",680,2,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA QUATRO,N. 170 BAIRRO JARDINS, JAÍBA, JAIBA",93,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA DIRCEU NASCIMENTO GUIMARÃES,N. 187 BAIRRO MORUMBI, SANTA VITÓRIA, SANTA VITORIA",294,3,0.09,0.09,0.11,5,Caiçaras
-42.137293,-19.7895442,0,"TRAVESSA DO PORTUGUES,N. 57, CENTRO, CARATINGA",120,3,181.35,181.38,181.2,6,
-43.96405015,-19.9027163,0,"RUA EUWALDO DE CASTRO,N. 327 CASA 5-A, PEQUERI, PEQUERI",67,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"AVENIDA NHA CHICA,N. 747 BAIRRO JARDIM ALVORADA, TRES CORACOES, TRES CORACOES",108,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,62.97,"RUA SILVINA WERNER,N. 100 BAIRRO NOSSA SENHORA DE LOURDES, CENTRO, MANHUMIRIM",38,1,0.09,0.09,0.11,5,Caiçaras
-42.6217562,-19.5428544,82.25,"AVENIDA QUINZE,N. 76, SANTA MARIA, TIMOTEO",142,1,134.59,134.49,134.4,6,
-43.96405015,-19.9027163,50.88,"Qd-13 Cs-B, PACAEMBU, VALPARAISO DE GOIAS",31,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,121.09,"RUA DA PRAIA (ATUAL AV. JK),N. 143, TRES MARIAS, TRES MARIAS",92,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,60,"AVENIDA 103,N. 1306, CAPINOPOLIS, CAPINOPOLIS",75,3,0.09,0.09,0.11,5,Caiçaras
-48.317313,-18.9212114,0,"RUA SANTA MARIA,N. (285), CENTRO, MATERLANDIA",26,3,461.76,461.71,461.73,6,
-43.96405015,-19.9027163,0,"RUA JOÃO BATISTA DA SILVA,N. 333 BAIRRO CAPÃO NOVO, NOVA SERRANA, NOVA SERRANA",100,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,54,"RUA DOIS,N. 252 SEGUIMENTO DA RUA FLORIANO PEIXOTO, GOIAS, ARAGUARI",34,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA PROFESSOR FILGUEIRAS,N. 97 BAIRRO PALESTINA, PERDOES, PERDOES",216,3,0.09,0.09,0.11,5,Caiçaras
-49.14366825,-17.7879563,0,"RUA 3,N. 1, CENTRO, SANTA LUZIA",185,4,585.86,585.88,585.87,6,
-43.96405015,-19.9027163,0,"RUA MINAS GERAIS,N. 146 BAIRRO SANTA LUZIA, BUENÓPOLIS, BUENOPOLIS",76,3,0.09,0.09,0.11,5,Caiçaras
-44.8415225,-20.165729,0,"RUA VICENTE LUIZ QUADROS,N. 204 BAIRRO SANTA LUCIA, DAVANUZE, DIVINOPOLIS",59,3,84.1,84.11,84.13,6,
-43.96405015,-19.9027163,0,"RUA SÃO PAULO,N. 111 BAIRRO TAQUARIL, COROMANDEL, COROMANDEL",90,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"AVENIDA BELO HORIZONTE,N. 3751 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",82,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,38.15,"AV. 19-A,N. 572, CAMPINA VERDE, CAMPINA VERDE",49,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,80.58,"RUA ANTONIO FERREIRA DA SILVA,N. 79 BAIRRO NOVA VICOSA, VIÇOSA, VICOSA",101,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"LT 02 (ALAMEDA DAS QUARESMEIRAS) BAIRRO GRAN ROYALLE AEROPORTO, CONFINS, CONFINS",130,4,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,59.81,"Rua 35, JARDIM AMERICA IV, AGUAS LINDAS DE GOIAS",34,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,68.85,"RUA JOSÉ GOMES,N. 85 BAIRRO MORADA FELIZ, NOVA BELEM, NOVA BELEM",21,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,70,"RUA JOSÉ AFONSO BOAVENTURA,N. (74) (BAIRRO BOA ESPERANÇA), SOBRÁLIA, SOBRALIA",28,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,50,"RUA MONTE MORIÁ,N. 53 BAIRRO BOA ESPERANÇA II, SOBRÁLIA, SOBRALIA",20,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,78.5,"RUA PROJETADA 04,N. 126 ATUAL RUA PROF. VERA MARIA DE SOUZA, ALTEROSA, ALTEROSA",61,3,0.09,0.09,0.11,5,Caiçaras
-43.9697548,-19.9793554,34.11,"RUA ALESSANDRA SALUM CADAR,N. 415 SALA 607, BURITIS, BELO HORIZONTE",205,2,0.01,0.14,0.32,7,Buritis
-44.7138459,-17.6283251,0,"RUA DEZESSETE,N. 105 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",66,3,250.72,250.68,250.68,6,
-43.96405015,-19.9027163,0,"RUA MARIA ALTAMIRA BARBOSA DO NASCIMENTO,N. 40, CENTRO, SAO JOAO EVANGELISTA",129,3,0.09,0.09,0.11,5,Caiçaras
-44.0984987,-19.541619,96,"RUA DOS COLIBRIS,N. 141 BAIRRO VISTA ALEGRE I, CENTRO, MATOZINHOS",42,3,29.34,29.3,29.3,6,
-43.96405015,-19.9027163,0,"RUA RUY BARBOSA DE SOUZA,N. 636 RUA SETE, MORADA NOVA, UBERLANDIA",111,4,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA ANALIA NOGUEIRA,N. 171, SAO CAETANO, DIVINOPOLIS",67,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA TARSILA DO AMARAL, MORADA CORES DE MINAS, PARA DE MINAS",85,4,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA GARDENIA,N. 25 BAIRRO CIDADE NOVA, VARZEA DA PALMA, VARZEA DA PALMA",69,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,290.5,"RUA PROJETADA,N. 10 BAIRRO SANTO ANTÔNIO, PITANGUI, PITANGUI",83,4,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"AVENIDA JULIETA MARTINS FARIA,N. 282 BAIRRO BRASIL, SANTA VITÓRIA, SANTA VITORIA",205,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA JOSIAS THOMAZ TERRA,N. 205 BAIRRO JARDIM DAS ORQUIDEAS, ALTEROSA, ALTEROSA",69,3,0.09,0.09,0.11,5,Caiçaras
-43.9851909,-19.8181868,0,"AVENIDA A,N. S/N, BAIRRO SERAFIM PEIXOTO, JOSÉ RAYDAN, JOSE RAYDAN",60,4,0.06,0.08,0.01,9,Rio Branco
-43.96405015,-19.9027163,0,"RUA MARIANA,N. 152 BAIRRO MONTE VERDE, SAO GONCALO DO RIO A, SAO GONCALO DO RIO ABAIXO",65,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA MILTON PEREIRA DOS REIS,N. 41, CENTRO, SAO FELIX DE MINAS",78,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA DEZ,N. 401 BL. 07, PARQUE DAS MANGUEIRAS, CONTAGEM",124,1,0.09,0.09,0.11,5,Caiçaras
-43.9281069,-19.8938022,111.81,"AVENIDA CRISTIANO MACHADO,N. 1587, SILVEIRA, BELO HORIZONTE",114,1,0,0.13,0,4,Silveira
-43.96405015,-19.9027163,0,"RUA SARGENTO VILMAR DE OLIVEIRA,N. 27 CS 131 BETANIA, BELO HORIZONTE",97,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,68.31,"RUA SU1,N. 100 lOTEAMENTO SPAZIO ÚNICO, UBERLÂNDIA, UBERLANDIA",46,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"AVENIDA CARANDAI,N. 315, BAIRRO SAO BENTO, CLÁUDIO, CLAUDIO",86,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA ANTONIO BARBOSA DE CASTRO,N. 14-A BAIRRO CLUBE BOCA FLORIDA, MENDES PIMENTEL, MENDES PIMENTEL",54,3,0.09,0.09,0.11,5,Caiçaras
-44.0996444,-19.9327809,60.02,"RUA TAYLANDIA,N. 195, GRANJA VERDE, BETIM",125,1,6.2,6.01,6,6,
-43.990361,-19.9131867,0,"RUA OLINTO MAGALHÃES,N. 998, PADRE EUSTAQUIO, BELO HORIZONTE",222,3,0.07,0.11,0.04,5,Padre Eustáquio
-44.00596175,-19.95074475,67.85,"RUA GODOFREDO RANGEL,N. 601, VILA MADRE GERTRUDES I, BELO HORIZONTE",57,1,0.13,0.06,0.06,7,Vila Madre Gertrudes II
-43.9933811,-19.9055085,0,"RUA DO ENCONTRO,N. 135, JARDIM SAO JOSE, BELO HORIZONTE",362,3,0.1,0.02,0.04,8,Jardim São José
-43.96405015,-19.9027163,0,"RUA DAS VIOLETAS,N. 710 BAIRRO JARDIM BELVEDERE, BOA ESPERANÇA, BOA ESPERANCA",61,3,0.09,0.09,0.11,5,Caiçaras
-43.997685,-19.7969237,0,"RUA DO ROSARIO,N. 201, TONY (JUSTINOPOLIS), RIBEIRAO DAS NEVES",110,1,0.3,0.2,0.3,6,
-43.9356455,-19.806941,75.74,"RUA IZABEL RASO,N. 72, JULIANA, BELO HORIZONTE",152,1,0.11,0.15,0.03,6,Jaqueline
-57.1802666,-15.0722211,175,"RUA SEBASTIÃO MARQUES,N. 0, CENTRO, BUGRE",45,4,1493.55,1493.57,1493.55,6,
-48.3191112,-18.9584522,121.73,"ALAMEDA JARDIM HOLANDA,N. 550 CASA 06, JARDIM HOLANDA, UBERLANDIA",94,3,460.86,460.82,460.84,6,
-41.942666,-18.8799646,47.62,"AVENIDA ALTINO MARQUES,N. 300, PARQUE DAS AROEIRAS, GOVERNADOR VALADARES",35,1,228.15,228.01,227.88,6,
-44.052234,-19.9466334,0,"RUA SALERNO,N. 447, SANTA CRUZ INDUSTRIAL, CONTAGEM",135,1,2.98,3.03,3,6,
-43.96405015,-19.9027163,360,"RUA MACIEL,N. 198 BAIRRO ALTO DA CRUZ, OURO PRETO, OURO PRETO",411,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,223.31,"RUA PARANÁ,N. 112 VILA BANDEIRANTE, JANUÁRIA, JANUARIA",120,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA MAURICIO GUIMARAES ESQUINA COM AV BRASIL BAIRRO MADRE LILIANA, IGARAPÉ, IGARAPE",440,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,61.68,"RUA E,N. 183 CASA 03, MORADA DOS ANGICOS, MATOZINHOS",49,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA DIRCEU NASCIMENTO GUIMARÃES,N. 187 BAIRRO MORUMBI, SANTA VITÓRIA, SANTA VITORIA",317,3,0.09,0.09,0.11,5,Caiçaras
-42.8070403,-14.9300655,0,"RUA SANTO ANTÔNIO, ESPINOSA, ESPINOSA",136,3,551.23,550.56,550.62,6,
-49.3457839,-16.7264248,89.97,"Av. Toronto, RESIDENCIAL CANADA, GOIANIA",189,3,659.7,659.74,659.69,6,
-44.0173396,-19.9303513,0,"RUA CHRISTINA MARIA DE ASSIS CALIFORNIA, BELO HORIZONTE",574,4,0.11,0.04,0.04,5,Califórnia
-44.7132685,-17.6300378,0,"RUA TRINTA E CINCO,N. 837 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",76,3,250.52,250.48,250.48,6,
-43.96405015,-19.9027163,30.69,"RUA OITO (R.Francisco Borges da Costa),N. 133 BAIRRO UBERABA 1, UBERABA, UBERABA",31,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,213.11,"RUA AGLIMAR DORISTO DE OLIVEIRA,N. 110, CONC. DAS ALAGOAS, CONCEICAO DAS ALAGOAS",75,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,59.53,"RUA DOUTOR MALLARD,N. 545 BAIRRO JOSÉ EVANGELISTA, VARZEA DA PALMA, VARZEA DA PALMA",94,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA MANGA,N. 41 BAIRRO CIDADE NOVA, VARZEA DA PALMA, VARZEA DA PALMA",88,3,0.09,0.09,0.11,5,Caiçaras
-44.0516352,-19.943821,79.65,"RUA ORLEANS,N. 500, SANTA CRUZ INDUSTRIAL, CONTAGEM",90,1,2.87,2.86,2.83,6,
-45.235006,-21.7002588,60.68,"AVENIDA DOIS,N. 280 BAIRRO SAO JERONIMO, TRES CORACOES, TRES CORACOES",76,3,223.74,223.82,223.76,6,
-43.96405015,-19.9027163,68.18,"AVENIDA A (AYRTON SENNA),N. 182 CASA 02 BAIRRO S. PEDRO(AV.AYRTON SENNA), ESMERALDAS, ESMERALDAS",48,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA DORINHA BOTINHA,N. 36 BAIRRO DOM BELCHIOR, LUZ, LUZ",387,3,0.09,0.09,0.11,5,Caiçaras
-44.9328086,-17.3725772,0,"RUA CARIRIS,N. 826 BAIRRO SAGRADA FAMÍLIA, PIRAPORA, PIRAPORA",91,3,285.05,285.02,285.02,6,
-43.98869735,-19.9017923,0,"RUA A,N. s/n, JARDIM CAIÇARAS, LEOPOLDINA, LEOPOLDINA",63,4,0.09,0.02,0.02,8,Jardim Alvorada
-43.96405015,-19.9027163,0,"RUA SAFIRA,N. 81, BAIRRO JOSE VIEIRA MENDONÇA, ITAGUARA, ITAGUARA",49,1,0.09,0.09,0.11,5,Caiçaras
-43.177932,-19.7994496,0,"RUA DONA CLARA,N. 233, VALE DO SOL, JOAO MONLEVADE",115,1,72.36,72.37,72.22,6,
-44.2054258,-19.9272955,0,"RUA SAVASSI,N. 66, RESIDENCIAL TAQUARIL, BETIM",63,1,15.9,15.83,15.86,6,
-44.60809,-19.8395415,0,"RUA ALFREDO LEITE,N. 425, SAO CRISTOVAO, PARA DE MINAS",93,1,59.08,59.03,59.06,6,
-42.7120341,-17.2886501,0,"RUA IMBIRUÇU,N. 499 BAIRRO NOVA TURMALINA, TURMALINA, TURMALINA",87,3,306.15,305.39,305.45,6,
-43.96405015,-19.9027163,0,"RUA D (RUA ALEXANDRIA),N. 329 BAIRRO SÃO PEDRO, SÃO PEDRO, IBIRITE",64,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA ALBERTINO SOARES DE MELO,N. 73 BAIRRO LAGOA DE TRAZ, PIUMHI, PIUMHI",231,3,0.09,0.09,0.11,5,Caiçaras
-42.8652903,-20.7505815,0,"RUA VEREADOR GILBERTO VALERIO PINHEIRO,N. 102, SANTO ANTONIO, VICOSA",179,1,139.96,139.55,139.55,6,
-43.96405015,-19.9027163,119.7,"RUA CUBA,N. 108 BAIRRO MARQUES INDUSTRIAL, 2ª SEÇÃO, CENTRO, SAO JOAQUIM DE BICAS",55,3,0.09,0.09,0.11,5,Caiçaras
-43.3520034,-21.7255891,37.25,"RUA PARACATU,N. 1404, QUINTAS DAS AVENIDAS, JUIZ DE FORA",56,2,200.65,200.63,200.69,6,
-43.96405015,-19.9027163,0,"RUA CASAL DA VINHA BAIRRO QUINTA DE CALDAS, CALDAS, CALDAS",93,4,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,53.5,"RUA CEL RICARDO MARTINS,N. 17 BAIRRO CIDADE NOVA, SÃO JOÃO NEPOMUCENO, SAO JOAO NEPOMUCENO",72,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,99.7,"Rua Barão do Flamengo Cs-01, JARDIM BURITI SERENO, APARECIDA DE GOIANIA",99,3,0.09,0.09,0.11,5,Caiçaras
-50.1256308,-18.8486152,91.2,"AV. JOAQUIM RIBEIRO DE GOUVEIA,N. 902, CENTRO, SANTA VITORIA",318,3,648.86,648.83,648.85,6,
-43.96405015,-19.9027163,0,"RUA MANIÇOBA BAIRRO SÃO DAMIÃO 2ª SEÇÃO, VESPASIANO, VESPASIANO",72,4,0.09,0.09,0.11,5,Caiçaras
-44.1780007,-19.7771619,0,"RUA MANGABEIRAS,N. 136 BAIRRO FLORESTA ENCANTADA, ESMERALDAS, ESMERALDAS",91,3,17.99,18,17.99,6,
-45.2838132,-20.8847447,0,"RUA MARIA ANASTACIA BARBOSA,N. 229, CAMPO BELO, CAMPO BELO",197,3,161.82,161.66,161.74,6,
-43.96405015,-19.9027163,0,"RUA GARCIA PASSOS PROLONGAMENTO,N. 784 BAIRRO TODOS OS SANTOS, BICAS, BICAS",90,4,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,45.83,"RUA PRESIDENTE EURICO GASPAR DUTRA,N. 41-C CASA 04 BAIRRO PRESIDENTE, MATOZINHOS, MATOZINHOS",36,3,0.09,0.09,0.11,5,Caiçaras
-41.9533777,-18.9127071,0,"RUA AZALÉIAS,N. 18, VALE DO SOL, GOVERNADOR VALADARES",53,4,225.48,225.34,225.21,6,
-43.96405015,-19.9027163,0,"LOTE 34 R. MARIA ABADIA A. BRASILEIRO BAIRRO PARQUE PAINEIRAS, ARAGUARI, ARAGUARI",44,4,0.09,0.09,0.11,5,Caiçaras
-44.0457851,-19.9689409,0,"VIA ARTERIAL,N. 615 BL. 13, PARQUE DAS MANGUEIRAS, CONTAGEM",128,1,0.56,0.56,0.59,6,
-42.3623297,-21.1363584,0,"RUA MANOEL VILAS BOAS,N. 284 BAIRRO SÃO FRANCSICO, MURIAÉ, MURIAE",373,3,207.48,207.07,207.06,6,
-42.36181,-21.1460263,61.2,"ALAMEDA DOS OITIS,N. 370, MURIAÉ, MURIAE",96,3,208.21,207.8,207.8,6,
-44.1973999,-19.9444105,65.6,"AVENIDA JOSE INACIO FILHO,N. 1001, SENHORA DAS GRACAS, BETIM",228,1,14.53,14.49,14.51,6,
-47.4920716,-18.7427107,69.8,"RUA FRANÇA,N. 571 BAIRRO JARDIM MONTREAL, MONTE CARMELO, MONTE CARMELO",46,3,384.71,384.72,384.69,6,
-43.96405015,-19.9027163,0,"ESTRADA MUNICIPAL GLEBA C,N. S/N B.FAZENDA SAGRADO CORAÇÃO DE JESUS, VARGINHA, VARGINHA",214,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA FLOR DE JUPTER,N. 137 CS 01, BAIRRO JARDIM DAS ALTEROSAS, JARDIM DAS ALTEROSAS, BETIM",185,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,57.38,"RUA SEBASTIÃO FERREIRA,N. 45 CORAÇÃO EUCARÍSTICO, CARMO DO RIO CLARO, CARMO DO RIO CLARO",67,3,0.09,0.09,0.11,5,Caiçaras
-44.7108669,-17.63213155,0,"RUA VINTE E NOVE,N. 238 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",75,3,250.22,250.18,250.18,6,
-42.0595328,-16.8563251,193.57,"RUA MARECHAL DEODORO,N. 216, ESPLANADA, ARACUAI",95,3,380.52,380.44,380.47,6,
-44.0017628,-19.8888227,0,"RUA DOUTOR FERNANDO SCARPELLI,N. 30, CASTELO, BELO HORIZONTE",96,1,0.01,0.01,0.03,8,Castelo
-42.0423035,-19.2050763,63.88,"RUA A,N. 90, ENGENHEIRO CALDAS, ENGENHEIRO CALDAS",28,3,203.9,203.75,203.64,6,
-44.7195785,-17.6209268,0,"RUA TRINTA E SEIS,N. 74 BAIRRO PEDRAS GRANDES, VARZEA DA PALMA, VARZEA DA PALMA",67,3,251.68,251.65,251.65,6,
-43.96405015,-19.9027163,0,"RUA MARIA DE LOURDES SALAZAR,N. S/N BAIRRO RECANTO DA ALDEIA, MANHUAÇU, MANHUACU",36,4,0.09,0.09,0.11,5,Caiçaras
-44.986302,-19.8743683,65.26,"RUA BANDEIRANTES,N. 105 BAIRRO SANTA CRUZ, NOVA SERRANA, NOVA SERRANA",53,3,97.35,97.34,97.34,6,
-43.96405015,-19.9027163,0,"RUA BARBARA CAROLINA DE JESUS,N. 25 BAIRRO JARDIM DONA MARIETA, CAMPO BELO, CAMPO BELO",88,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,120.18,"APTO-R Francisco Morato Bl18 Un04,N. 302 R Francisco Morato, CENTRO OESTE, CAMPO GRANDE",63,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA SUCUPIRA,N. 84 BAIRRO MONTE VERDE, ITABIRITO, ITABIRITO",136,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,99.93,"RUA JAIR DEMECIANO DA SILVA,N. 101 BAIRRO RECANTO DAS ACÁCIAS II, CAPINÓPOLIS, CAPINOPOLIS",59,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,46.27,"RUA MENINO JESUS DE PRAGA,N. 179 CASA 03 BAIRRO SANTA CECÍLIA, ESMERALDAS, ESMERALDAS",43,3,0.09,0.09,0.11,5,Caiçaras
-45.2809954,-20.8873936,0,"RUA CATAGUASES,N. 96 BAIRRO SÃO LUIZ, CAMPO BELO, CAMPO BELO",337,2,161.77,161.61,161.68,6,
-43.97325665,-19.89625405,0,"RUA DOIS,N. S/N BAIRRO RECANTO DAS COLINAS II, ITABIRITO, ITABIRITO",136,4,0.35,0.16,0.12,5,Alto Caiçaras
-45.8986668,-22.2293429,116.38,"RUA LEONINO NERY DE LIMA,N. 230 BAIRRO BELO HORIZONTE, POUSO ALEGRE, POUSO ALEGRE",105,1,311.73,311.78,311.74,6,
-43.96405015,-19.9027163,0,"RUA ONZE,N. 321 BAIRRO JARDINS, JAÍBA, JAIBA",93,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,0,"RUA IZOLINA NOLASCO DE CAMPOS,N. 351 BAIRRO VARZEA DAS FLORES, POMPEU, POMPEU",32,3,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,36.27,"RUA DOS BARROSOS,N. 01 CASA 29 BAIRRO NOVO HORIZONTE, BOCAIUVA, BOCAIUVA",28,3,0.09,0.09,0.11,5,Caiçaras
-41.9515506,-18.8348084,0,"RUA QUINTINO PEREIRA MARQUES,N. 336, ESPERANCA, GOVERNADOR VALADARES",168,3,229.71,229.57,229.44,6,
-46.0519883,-19.3256875,146.22,"RUA SEBASTIÃO LOPES,N. 215 BAIRRO SANTA TEREZINHA, SÃO GOTARDO, SAO GOTARDO",168,3,220.71,220.64,220.67,6,
-44.0393021,-19.8864229,0,"AVENIDA DAS AMERICAS,N. 105, KENNEDY, CONTAGEM",206,1,2.3,2.08,2.15,6,
-43.96405015,-19.9027163,0,"ALAMEDA W-30 (AL.MARIANA)(B.JARDIM INCONFIDÊNCIA), UBERLÂNDIA, UBERLANDIA",89,4,0.09,0.09,0.11,5,Caiçaras
-48.2928281,-18.9008182,67.92,"RUA CLESIO MIGUELETO,N. 545, PRESIDENTE ROOSEVELT, UBERLANDIA",45,1,459.87,459.83,459.85,6,
-43.9471923,-19.8667136,141,"RUA QUINTINO BOCAIUVA,N. 20, SANTA ROSA, BELO HORIZONTE",227,1,0.06,0.06,0.04,8,Santa Rosa
-47.9235492,-19.7581245,175.05,"RUA TOBIAS ROSA,N. 336, NOSSA SENHORA DA ABADIA, UBERABA",153,3,405.07,405.07,405.07,6,
-43.96405015,-19.9027163,236.12,"RUA MANOEL CAYLLAUX,N. 100, HORTO, BELO HORIZONTE",243,1,0.09,0.09,0.11,5,Caiçaras
-43.96405015,-19.9027163,62.68,"RUA PEROBAS,N. 72 BAIRRO JOVINA DE OLIVEIRA, CAMPINA VERDE, CAMPINA VERDE",26,3,0.09,0.09,0.11,5,Caiçaras
